date_time,totalprecip_mm,avgvis_km,temp_c,wind_kph,pressure_in,humidity,pm2_5,pm10,o3,no2,so2,co
2020-08-08,0.2,9.4,28.8,6.31,29.64,82.0,41.952,17.48,41.0,2.0,2.0,1.0
2020-08-09,0.0,9.9,29.6,7.62,29.6,77.0,40.204,13.984,31.0,2.0,2.0,1.0
2020-08-10,0.0,10.0,30.8,9.99,29.61,70.0,30.59,11.362,68.0,3.0,2.0,2.0
2020-08-11,0.0,10.0,31.0,9.54,29.61,68.0,25.346,11.362,45.0,4.0,2.0,3.0
2020-08-12,0.0,9.7,30.4,9.49,29.66,71.0,22.724,13.11,38.0,3.0,2.0,3.0
2020-08-13,0.0,9.7,29.0,11.57,29.68,73.0,20.976,13.984,42.0,3.0,2.0,2.0
2020-08-14,3.3,9.9,27.7,12.14,29.7,75.0,24.472,11.362,18.0,3.0,2.0,2.0
2020-08-15,3.1,9.6,26.5,9.57,29.7,81.0,23.598,13.984,49.0,3.0,2.0,2.0
2020-08-16,0.0,10.0,28.1,12.97,29.68,68.0,28.842,16.606,27.0,2.0,2.0,1.0
2020-08-17,27.0,9.4,27.3,6.86,29.68,76.0,35.834,9.614,44.0,3.0,2.0,2.0
2020-08-18,0.5,9.3,27.7,6.31,29.69,80.0,16.606,7.866,36.0,3.0,2.0,2.0
2020-08-19,0.0,9.3,26.9,7.25,29.66,85.0,14.858,11.362,29.0,3.0,2.0,2.0
2020-08-20,14.3,9.9,27.5,7.07,29.69,82.0,20.976,14.858,27.0,3.0,2.0,3.0
2020-08-21,3.53,8.8,27.1,4.47,29.76,86.0,31.464,7.866,21.0,2.0,2.0,2.0
2020-08-22,10.4,8.4,27.7,6.68,29.75,83.0,16.606,11.362,18.0,3.0,2.0,2.0
2020-08-23,0.4,9.9,28.7,7.6,29.71,78.0,25.346,13.984,48.0,2.0,2.0,1.0
2020-08-24,0.0,9.9,28.6,10.16,29.68,72.0,31.464,19.228,44.0,4.0,2.0,3.0
2020-08-25,0.1,10.0,30.5,9.26,29.65,67.0,48.944,12.236,36.0,4.0,2.0,3.0
2020-08-26,0.2,9.5,29.3,7.47,29.63,76.0,33.212,7.866,40.0,3.0,2.0,2.0
2020-08-27,0.0,10.0,29.6,7.42,29.58,70.0,17.48,10.488,46.0,4.0,2.0,3.0
2020-08-28,0.0,10.0,29.7,8.11,29.6,74.0,24.472,6.118,32.0,3.0,3.0,2.0
2020-08-29,0.0,10.0,29.5,7.02,29.64,78.0,17.48,12.236,46.0,3.0,2.0,2.0
2020-08-30,0.0,9.9,29.2,6.93,29.67,81.0,34.086,13.494719463311647,46.0,2.0,2.0,1.0
2020-08-31,0.5,9.6,28.8,5.58,29.72,79.0,35.14523435945274,14.753438926623293,24.0,3.0,2.0,2.0
2020-09-01,2.7,10.0,28.6,6.89,29.73,76.0,36.204468718905495,16.01215838993494,34.0,3.0,3.0,2.0
2020-09-02,0.0,9.8,29.3,6.93,29.73,72.0,37.26370307835825,17.270877853246585,29.0,2.0,2.0,2.0
2020-09-03,0.2,10.0,29.3,6.95,29.75,72.0,38.32293743781099,18.52959731655823,30.0,3.0,2.0,3.0
2020-09-04,0.4,10.0,29.0,7.35,29.74,77.0,39.38217179726374,19.788316779869877,25.0,3.0,3.0,2.0
2020-09-05,1.6,9.7,29.6,7.11,29.69,77.0,40.44140615671649,3.496,20.0,4.0,3.0,3.0
2020-09-06,0.0,9.8,31.0,7.24,29.64,68.0,6.992,11.362,21.0,4.0,3.0,3.0
2020-09-07,1.8,9.3,30.6,7.78,29.66,72.0,25.346,17.48,22.0,4.0,3.0,3.0
2020-09-08,2.2,9.3,28.6,6.35,29.76,82.0,44.574,12.236,23.0,3.0,3.0,3.0
2020-09-09,0.0,10.0,29.1,6.27,29.74,80.0,31.464,11.362,22.0,3.0,2.0,3.0
2020-09-10,0.0,10.0,29.6,6.9,29.68,77.0,28.842,15.732,24.0,3.0,3.0,2.0
2020-09-11,0.1,9.9,29.6,8.16,29.7,75.0,36.708,9.614,23.0,3.0,9.0,3.0
2020-09-12,1.8,9.4,29.5,7.5,29.75,77.0,24.472,11.362,24.0,3.0,3.0,2.0
2020-09-13,3.1,9.2,28.8,6.8,29.79,81.0,30.59,13.11,22.0,3.0,3.0,2.0
2020-09-14,3.4,9.6,28.4,7.47,29.77,81.0,35.834,19.228,21.0,3.0,3.0,3.0
2020-09-15,0.2,9.5,29.0,7.68,29.73,81.0,48.944,16.606,17.0,3.0,3.0,1.0
2020-09-16,0.2,9.9,29.6,7.16,29.7,78.0,47.196,36.53227713206746,10.0,3.0,3.0,1.0
2020-09-17,6.7,9.3,29.3,9.25,29.65,78.0,74.89149288280831,24.35485142137831,10.0,4.0,2.0,10.0
2020-09-18,152.42,4.5,26.7,29.8,29.58,89.0,40.44140615671649,13.11,7.0,2.0,2.0,4.0
2020-09-19,17.3,7.7,25.9,9.2,29.65,91.0,40.204,8.74,13.0,3.0,3.0,4.0
2020-09-20,12.8,9.3,26.2,7.05,29.8,89.0,26.22,14.858,24.0,2.0,3.0,5.0
2020-09-21,0.8,9.8,27.1,6.43,29.8,86.0,42.826,21.85,12.0,1.0,3.0,7.0
2020-09-22,0.5,9.1,28.4,7.28,29.75,83.0,63.802,28.842,12.0,1.0,3.0,5.0
2020-09-23,3.4,9.6,28.4,6.82,29.76,85.0,83.03,29.716,17.0,1.0,3.0,4.0
2020-09-24,7.5,9.2,27.8,6.82,29.81,86.0,87.4,27.968,19.0,1.0,3.0,4.0
2020-09-25,0.0,9.6,27.9,5.93,29.77,83.0,81.282,27.968,23.0,1.0,3.0,5.0
2020-09-26,0.7,10.0,28.6,7.31,29.72,79.0,83.904,27.968,28.0,1.0,3.0,4.0
2020-09-27,4.2,9.0,27.9,7.68,29.73,84.0,82.156,27.968,27.0,1.0,3.0,4.0
2020-09-28,13.2,9.7,27.7,5.65,29.76,83.0,81.282,27.968,17.0,1.0,3.0,4.0
2020-09-29,3.8,9.4,27.5,6.9,29.73,85.0,82.156,35.834,20.0,1.0,3.0,3.0
2020-09-30,2.8,9.7,28.1,6.85,29.69,82.0,103.132,39.33,21.0,1.0,4.0,4.0
2020-10-01,7.5,8.8,28.0,6.21,29.7,82.0,115.368,37.582,19.0,1.0,3.0,5.0
2020-10-02,8.4,9.7,27.9,6.09,29.73,83.0,111.872,25.346,16.0,1.0,3.0,6.0
2020-10-03,5.3,9.9,27.8,6.22,29.77,84.0,76.038,27.094,15.0,1.0,3.0,9.0
2020-10-04,15.4,9.1,27.7,5.98,29.77,84.0,81.282,54.798415698101195,12.0,1.0,3.0,4.0
2020-10-05,16.3,9.0,27.2,6.78,29.79,85.0,113.83506918186865,35.01009891823132,14.0,1.0,3.0,5.0
2020-10-06,17.5,9.3,26.6,10.58,29.84,82.0,92.8654511746823,14.858,15.0,1.0,3.0,7.0
2020-10-07,89.55,4.7,25.4,24.4,29.85,88.0,43.7,13.984,17.0,1.0,3.0,5.0
2020-10-08,100.94,4.6,25.1,29.22,29.84,88.0,41.952,14.858,13.0,1.0,3.0,9.0
2020-10-09,157.4,5.3,24.2,23.8,29.88,89.0,44.574,13.11,12.0,1.0,3.0,4.0
2020-10-10,47.01,6.6,23.3,17.34,29.86,90.0,40.204,14.858,16.0,1.0,3.0,2.0
2020-10-11,18.2,9.8,22.9,15.58,29.8,88.0,44.574,15.732,26.0,1.0,3.0,1.0
2020-10-12,98.29,6.4,23.3,21.95,29.74,90.0,48.07,15.732,28.0,1.0,3.0,5.0
2020-10-13,17.23,8.1,24.2,16.28,29.74,87.0,45.448,13.11,11.0,1.0,3.0,10.0
2020-10-14,12.83,8.0,23.5,14.63,29.7,92.0,40.204,17.48,17.0,1.0,3.0,11.0
2020-10-15,36.7,7.3,23.5,12.28,29.74,91.0,41.952,11.362,25.0,1.0,3.0,5.0
2020-10-16,78.0,6.4,24.2,20.49,29.79,92.0,34.086,12.236,19.0,1.0,3.0,11.0
2020-10-17,186.4,5.5,22.3,32.93,29.83,91.0,37.582,12.236,7.0,1.0,3.0,3.0
2020-10-18,337.51,5.0,21.4,28.91,29.82,94.0,35.834,13.984,9.0,1.0,3.0,6.0
2020-10-19,506.71,5.1,20.6,23.7,29.86,95.0,39.33,15.732,11.0,1.0,3.0,9.0
2020-10-20,138.7,6.4,19.3,23.12,29.92,95.0,45.448,21.85,13.0,1.0,3.0,6.0
2020-10-21,19.3,9.1,20.7,17.62,29.97,83.0,65.55,22.724,24.0,1.0,3.0,1.0
2020-10-22,0.0,10.0,22.4,15.63,29.92,71.0,63.802,23.598,37.0,1.0,3.0,3.0
2020-10-23,0.0,10.0,22.3,13.12,29.91,65.0,67.298,24.472,42.0,1.0,3.0,7.0
2020-10-24,0.6,9.9,21.9,12.45,29.9,70.0,69.046,19.228,41.0,1.0,3.0,5.0
2020-10-25,11.2,9.1,21.1,14.88,29.89,79.0,54.188,15.732,72.0,1.0,3.0,14.0
2020-10-26,49.23,8.1,22.5,13.38,29.86,93.0,47.196,10.488,47.0,1.0,3.0,8.0
2020-10-27,21.5,8.1,23.8,12.75,29.85,90.0,30.59,12.236,66.0,1.0,3.0,1.0
2020-10-28,64.24,6.9,23.1,32.93,29.74,90.0,35.834,14.858,42.0,1.0,3.0,1.0
2020-10-29,101.1,5.0,25.1,28.47,29.79,89.0,43.7,18.354,42.0,2.0,3.0,5.0
2020-10-30,78.15,5.5,22.5,12.55,29.95,94.0,52.44,10.488,10.0,2.0,3.0,5.0
2020-10-31,37.46,7.5,22.8,11.45,29.97,93.0,31.464,9.614,10.0,2.0,3.0,3.0
2020-11-01,10.6,9.4,23.4,9.35,29.96,89.0,27.968,11.362,18.0,1.0,3.0,3.0
2020-11-02,4.0,10.0,24.1,9.75,29.96,87.0,33.212,10.488,20.0,1.0,3.0,4.0
2020-11-03,11.4,6.2,21.6,15.23,30.01,89.0,31.464,18.354,29.0,1.0,3.0,5.0
2020-11-04,12.8,9.5,21.3,10.6,29.99,89.0,51.566,34.086,36.0,1.0,3.0,3.0
2020-11-05,7.7,7.6,21.7,9.94,29.98,88.0,97.888,36.708,28.0,1.0,3.0,4.0
2020-11-06,10.2,8.6,21.9,12.67,30.0,92.0,104.006,32.338,22.0,1.0,3.0,4.0
2020-11-07,3.6,9.9,22.7,10.54,30.04,88.0,93.518,20.976,22.0,1.0,3.0,4.0
2020-11-08,2.0,9.9,22.6,13.3,30.05,80.0,59.432,23.598,22.0,1.0,3.0,4.0
2020-11-09,3.0,10.0,22.0,16.51,30.03,77.0,67.298,18.354,22.0,2.0,3.0,4.0
2020-11-10,0.2,8.6,20.9,16.71,30.02,74.0,50.692,11.362,22.0,2.0,3.0,1.0
2020-11-11,24.6,7.3,17.9,19.8,30.05,87.0,34.086,6.992,29.0,2.0,3.0,1.0
2020-11-12,0.7,7.9,20.8,11.43,30.07,73.0,20.976,6.992,29.0,2.0,3.0,1.0
2020-11-13,0.0,10.0,21.3,11.3,30.01,70.0,19.228,13.11,29.0,2.0,3.0,1.0
2020-11-14,5.5,9.3,20.3,16.81,29.98,71.0,36.708,14.858,29.0,2.0,3.0,1.0
2020-11-15,162.18,6.1,19.2,23.09,29.93,87.0,42.826,18.354,29.0,1.0,3.0,4.0
2020-11-16,22.77,4.9,20.5,9.89,29.98,97.0,51.566,15.732,24.0,1.0,3.0,6.0
2020-11-17,0.0,6.8,23.4,6.31,29.9,91.0,44.574,12.236,10.0,1.0,3.0,7.0
2020-11-18,0.0,8.0,24.0,5.13,29.85,88.0,34.086,9.614,11.0,1.0,3.0,4.0
2020-11-19,0.0,5.8,24.4,4.98,29.82,91.0,27.968,3.0443564276722888,10.0,1.0,3.0,6.0
2020-11-20,0.0,7.0,24.6,5.4,29.84,88.0,7.4891492882808315,5.342267320754217,10.0,1.0,3.0,5.0
2020-11-21,0.0,8.0,24.7,4.97,29.87,88.0,11.297861966210624,7.640178213836144,7.0,1.0,3.0,7.0
2020-11-22,0.9,10.0,24.6,3.45,29.94,84.0,15.106574644140416,9.938089106918072,7.0,1.0,3.0,3.0
2020-11-23,2.6,9.7,24.8,5.96,29.99,83.0,18.915287322070206,12.236,8.0,1.0,3.0,4.0
2020-11-24,5.2,9.7,24.4,6.91,30.0,87.0,22.724,16.606,9.0,1.0,3.0,3.0
2020-11-25,2.3,9.7,24.3,5.98,29.98,87.0,31.464,11.362,11.0,1.0,3.0,4.0
2020-11-26,5.8,9.9,23.7,8.37,30.01,87.0,21.85,11.362,16.0,1.0,3.0,6.0
2020-11-27,9.4,8.8,23.4,13.23,30.06,86.0,20.976,9.614,12.0,1.0,3.0,3.0
2020-11-28,10.9,8.9,21.6,19.39,30.1,88.0,17.48,13.984,20.0,1.0,3.0,2.0
2020-11-29,13.9,9.1,19.7,18.5,30.12,86.0,27.968,11.362,22.0,1.0,3.0,2.0
2020-11-30,8.6,5.4,17.7,15.33,30.13,84.0,21.85,8.74,24.0,1.0,3.0,2.0
2020-12-01,14.7,7.1,18.5,12.44,30.11,89.0,16.606,10.488,23.0,1.0,3.0,3.0
2020-12-02,28.3,8.4,18.2,11.41,30.08,90.0,19.228,19.228,21.0,1.0,3.0,4.0
2020-12-03,16.3,9.4,19.1,15.95,30.1,88.0,37.582,20.976,21.0,1.0,3.0,5.0
2020-12-04,6.0,9.8,17.5,17.23,30.11,87.0,40.204,28.842,23.0,1.0,3.0,3.0
2020-12-05,13.1,9.6,16.8,12.54,30.11,84.0,54.188,24.472,29.0,1.0,3.0,3.0
2020-12-06,0.0,10.0,16.9,8.73,30.09,83.0,46.322,15.732,26.0,1.0,3.0,26.0
2020-12-07,6.9,7.0,18.0,13.28,30.09,85.0,27.968,39.33,24.0,1.0,3.0,6.0
2020-12-08,9.3,6.7,18.6,10.17,30.08,85.0,73.416,24.472,22.0,1.0,3.0,5.0
2020-12-09,0.0,10.0,18.4,6.04,30.0,81.0,45.448,22.724,29.0,1.0,4.0,6.0
2020-12-10,0.5,9.7,18.8,8.75,29.98,87.0,42.826,30.59,26.0,1.0,4.0,7.0
2020-12-11,0.0,9.0,20.1,6.25,29.94,86.0,58.558,31.464,21.0,1.0,4.0,5.0
2020-12-12,0.4,9.8,21.3,6.14,29.9,90.0,61.18,38.456,20.0,1.0,4.0,5.0
2020-12-13,0.0,7.8,22.3,5.81,29.85,90.0,75.164,12.236,14.0,1.0,4.0,11.0
2020-12-14,10.7,7.6,23.9,9.1,29.9,91.0,20.976,15.732,11.0,1.0,3.0,7.0
2020-12-15,20.5,8.5,20.0,17.42,30.02,93.0,30.59,18.354,10.0,1.0,4.0,5.0
2020-12-16,6.1,7.3,16.4,16.2,30.12,93.0,34.96,17.48,15.0,1.0,4.0,3.0
2020-12-17,5.3,6.8,16.1,14.46,30.09,91.0,32.338,13.984,20.0,1.0,4.0,3.0
2020-12-18,8.8,8.0,15.6,16.73,30.1,90.0,27.968,13.984,14.0,1.0,4.0,3.0
2020-12-19,1.7,9.3,13.6,18.61,30.19,72.0,27.094,10.488,20.0,1.0,4.0,3.0
2020-12-20,3.5,6.6,13.9,17.5,30.21,71.0,21.85,14.858,14.0,1.0,4.0,3.0
2020-12-21,0.2,10.0,14.7,16.4,30.16,65.0,27.968,12.236,15.0,1.0,4.0,4.0
2020-12-22,0.0,10.0,16.4,11.13,30.06,70.0,22.724,14.858,26.0,1.0,4.0,7.0
2020-12-23,0.8,7.3,16.9,8.53,29.98,84.0,27.094,11.362,26.0,1.0,4.0,5.0
2020-12-24,1.8,4.4,18.4,9.97,29.98,89.0,20.976,9.614,29.0,1.0,5.0,6.0
2020-12-25,1.6,8.8,18.8,7.88,29.99,85.0,15.732,12.236,27.0,1.0,5.0,8.0
2020-12-26,0.0,10.0,20.1,6.21,29.94,85.0,20.102,15.732,19.0,1.0,5.0,5.0
2020-12-27,0.0,8.0,21.2,4.04,29.91,91.0,27.968,15.732,20.0,2.0,5.0,10.0
2020-12-28,0.0,6.6,22.4,5.69,29.87,89.0,29.716,12.236,25.0,1.0,5.0,9.0
2020-12-29,0.5,7.1,21.7,5.83,29.9,88.0,24.472,10.488,20.0,1.0,5.0,8.0
2020-12-30,12.6,8.9,17.5,20.22,30.12,85.0,20.102,39.32533333333333,22.0,1.0,4.0,3.0
2020-12-31,6.6,6.9,14.0,16.81,30.21,77.0,100.551,68.16266666666667,43.0,1.0,5.0,4.0
2021-01-01,3.3,8.5,14.2,12.99,30.18,74.0,181.0,97.0,44.0,1.0,5.0,2.0
2021-01-02,0.0,10.0,15.1,8.76,30.12,72.0,144.0,64.0,45.0,1.0,5.0,3.0
2021-01-03,2.8,8.2,15.4,12.03,30.09,83.0,114.0,62.0,35.0,1.0,5.0,4.0
2021-01-04,0.3,7.5,17.3,11.12,30.08,80.0,91.0,27.0,25.0,1.0,5.0,4.0
2021-01-05,1.8,7.6,17.2,9.98,30.05,84.0,40.0,27.0,36.0,1.0,5.0,5.0
2021-01-06,4.2,5.3,17.6,10.13,30.03,91.0,38.0,23.0,34.0,1.0,5.0,7.0
2021-01-07,9.6,6.8,17.3,14.76,30.01,93.0,32.0,26.0,30.0,1.0,5.0,5.0
2021-01-08,13.5,8.5,13.4,20.36,30.13,90.0,39.0,21.0,33.0,1.0,5.0,4.0
2021-01-09,3.2,6.3,11.3,15.14,30.15,74.0,30.0,31.0,107.0,1.0,5.0,5.0
2021-01-10,2.9,7.6,12.3,14.07,30.12,81.0,46.0,33.0,36.0,1.0,5.0,4.0
2021-01-11,2.8,9.1,11.8,22.49,30.28,69.0,52.0,23.0,21.0,1.0,5.0,4.0
2021-01-12,0.0,10.0,12.6,14.66,30.24,57.0,33.0,22.0,31.0,2.0,5.0,2.0
2021-01-13,0.0,10.0,14.1,6.52,30.06,59.0,31.0,32.0,32.0,2.0,5.0,6.0
2021-01-14,0.0,10.0,15.4,7.12,30.0,76.0,46.0,26.0,31.0,2.0,5.0,10.0
2021-01-15,0.0,10.0,16.9,6.13,29.94,86.0,38.0,19.0,26.0,2.0,6.0,11.0
2021-01-16,0.3,10.0,18.2,5.43,29.97,87.0,25.0,18.0,28.0,2.0,5.0,14.0
2021-01-17,4.7,7.9,16.0,18.5,30.16,88.0,24.0,24.0,34.0,2.0,6.0,7.0
2021-01-18,0.0,9.0,13.9,12.8,30.19,73.0,34.0,21.625,49.0,2.0,5.0,3.0
2021-01-19,0.0,10.0,14.6,6.91,30.04,75.0,30.625,19.25,82.0,2.0,5.0,3.0
2021-01-20,0.0,10.0,16.0,6.41,29.98,85.0,27.25,16.875,46.0,2.0,5.0,6.0
2021-01-21,0.1,8.0,18.5,6.51,29.93,90.0,23.875,14.5,46.0,2.0,6.0,5.0
2021-01-22,0.2,5.5,19.2,5.62,29.92,90.0,20.5,12.125,42.0,2.0,5.0,3.0
2021-01-23,0.0,9.3,18.7,6.21,29.93,88.0,17.125,9.75,33.0,1.0,5.0,2.0
2021-01-24,0.0,7.1,19.3,6.03,29.9,88.0,13.75,7.375,42.0,1.0,5.0,3.0
2021-01-25,0.0,7.5,20.1,4.5,29.93,91.0,10.375,5.0,34.0,1.0,6.0,5.0
2021-01-26,1.3,8.5,21.0,7.43,29.97,81.0,7.0,6.0,31.0,1.0,6.0,7.0
2021-01-27,0.0,8.0,20.0,5.53,29.97,88.0,9.0,9.0,27.0,1.0,6.0,5.0
2021-01-28,4.1,9.0,19.8,11.22,30.08,88.0,13.0,6.0,21.0,1.0,6.0,8.0
2021-01-29,4.2,7.3,17.5,9.58,30.1,82.0,9.0,13.0,31.0,1.0,6.0,7.0
2021-01-30,1.8,8.1,18.2,6.91,30.07,90.0,19.0,29.0,55.0,1.0,6.0,9.0
2021-01-31,1.2,3.4,19.3,5.72,30.06,92.0,43.0,35.0,34.0,1.0,6.0,9.0
2021-02-01,0.1,5.8,20.2,6.55,30.03,90.0,56.0,45.0,24.0,1.0,6.0,7.0
2021-02-02,0.4,6.9,20.1,5.36,30.03,89.0,80.0,40.0,22.0,1.0,6.0,7.0
2021-02-03,1.4,8.0,20.3,7.41,30.05,90.0,70.0,25.0,23.0,1.0,6.0,6.0
2021-02-04,0.1,8.7,19.6,5.94,30.07,90.0,57.0,33.0,24.0,1.0,6.0,6.0
2021-02-05,0.1,7.7,20.3,7.1,30.03,87.0,57.0,25.0,35.0,1.0,5.0,5.0
2021-02-06,0.0,7.9,19.8,6.25,29.99,89.0,37.0,17.0,33.0,1.0,5.0,7.0
2021-02-07,0.2,6.7,19.5,4.16,29.95,92.0,26.0,21.0,23.0,1.0,6.0,8.0
2021-02-08,5.3,7.7,19.9,6.87,29.97,93.0,32.0,22.0,23.0,1.0,6.0,6.0
2021-02-09,27.3,7.0,17.3,15.17,29.98,93.0,33.0,3.0,19.0,1.0,5.0,5.0
2021-02-10,0.0,9.0,16.9,7.57,29.98,84.0,4.0,5.0,24.0,1.0,5.0,4.0
2021-02-11,0.0,10.0,18.7,5.28,29.99,81.0,8.0,11.0,35.0,1.0,6.0,3.0
2021-02-12,0.0,10.0,18.7,5.23,30.01,82.0,19.0,18.0,39.0,1.0,6.0,3.0
2021-02-13,0.0,10.0,18.7,5.2,30.0,81.0,28.0,29.0,43.0,1.0,6.0,2.0
2021-02-14,0.0,10.0,18.8,6.42,29.99,83.0,40.0,24.0,38.0,1.0,6.0,3.0
2021-02-15,0.0,10.0,20.0,6.77,29.91,84.0,34.0,24.8,34.0,1.0,6.0,4.0
