date_time,totalprecip_mm,avgvis_km,temp_c,wind_kph,pressure_in,humidity,pm2_5,pm10,o3,no2,so2,co
2021-03-03,2.4,10.0,20.1,7.19,29.99,88.0,21.0,3.0,14.0,1.0,6.0,4.0
2021-03-04,1.4,8.6,21.8,6.41,29.95,88.0,4.0,6.0,16.0,1.0,7.0,4.0
2021-03-05,0.1,6.5,22.5,5.82,29.88,91.0,9.0,23.0,16.0,1.0,7.0,4.0
2021-03-06,3.0,7.9,24.0,5.79,29.89,90.0,34.0,42.0,16.0,10.0,7.0,4.0
2021-03-07,5.3,7.7,22.8,7.02,29.94,90.0,63.0,54.0,16.0,10.0,7.0,4.0
2021-03-08,0.1,7.8,22.5,6.18,29.98,90.0,91.0,48.0,16.0,10.0,12.0,3.0
2021-03-09,1.1,7.6,23.4,7.65,29.99,87.0,88.0,19.0,16.0,10.0,12.0,3.0
2021-03-10,1.3,9.8,23.4,8.78,29.99,86.0,29.0,22.0,16.0,10.0,12.0,3.0
2021-03-11,0.2,8.1,23.1,7.28,30.01,87.0,33.0,20.0,16.0,10.0,12.0,3.0
2021-03-12,1.4,7.3,23.1,7.22,30.01,87.0,31.0,11.0,16.0,10.0,12.0,5.0
2021-03-13,1.4,10.0,23.0,6.43,30.0,85.0,16.0,11.0,16.0,10.0,18.0,6.0
2021-03-14,0.0,10.0,22.8,6.74,29.93,84.0,17.0,22.0,16.0,10.0,18.0,6.0
2021-03-15,0.0,9.0,23.2,8.47,29.87,85.0,33.0,19.0,34.0,10.0,16.0,4.0
2021-03-16,0.0,8.8,23.5,7.49,29.83,85.0,27.0,27.0,34.0,10.0,18.0,4.0
2021-03-17,0.0,8.2,23.9,7.75,29.81,84.0,40.0,41.0,34.0,10.0,16.0,4.0
2021-03-18,0.0,9.0,24.3,7.93,29.82,83.0,64.0,36.0,34.0,10.0,18.0,4.0
2021-03-19,0.0,9.0,24.9,8.3,29.78,83.0,59.0,29.0,34.0,10.0,22.0,5.0
2021-03-20,0.1,10.0,25.3,8.92,29.76,84.0,43.0,24.0,34.0,10.0,20.0,4.0
2021-03-21,18.7,9.9,23.4,13.29,29.88,83.0,35.0,7.0,34.0,10.0,19.0,3.0
2021-03-22,5.7,3.8,16.5,19.04,30.13,88.0,9.0,10.0,34.0,10.0,17.0,2.0
2021-03-23,0.3,4.6,17.1,11.03,30.08,79.0,13.0,30.0,34.0,10.0,17.0,3.0
2021-03-24,0.7,6.2,19.8,7.49,29.95,87.0,43.0,39.0,34.0,10.0,16.0,7.0
2021-03-25,0.3,9.0,22.5,6.15,29.92,89.0,59.0,47.0,34.0,10.0,17.0,5.0
2021-03-26,0.2,7.8,23.9,9.52,29.87,88.0,77.0,24.0,22.0,10.0,19.0,7.0
2021-03-27,0.0,8.0,24.0,7.31,29.79,88.0,36.0,29.0,17.0,10.0,19.0,3.0
2021-03-28,0.4,8.0,24.9,7.0,29.75,86.0,45.0,36.0,19.0,10.0,19.0,3.0
2021-03-29,0.0,8.2,26.6,6.67,29.64,80.0,58.0,43.0,22.0,10.0,19.0,3.0
2021-03-30,0.0,10.0,28.3,7.69,29.57,72.0,71.0,43.0,21.0,10.0,20.0,4.0
2021-03-31,0.0,10.0,29.4,8.16,29.54,60.0,73.0,46.0,19.0,10.0,19.0,5.0
2021-04-01,0.2,10.0,27.8,8.88,29.58,69.0,76.0,43.0,19.0,10.0,19.0,4.0
2021-04-02,1.1,9.6,27.2,7.06,29.69,81.0,67.0,43.0,16.0,10.0,20.0,4.0
2021-04-03,1.8,7.9,25.7,7.26,29.79,87.0,68.0,32.0,30.0,10.0,20.0,5.0
2021-04-04,2.8,8.9,25.3,7.22,29.84,85.0,55.0,22.0,15.0,10.0,21.0,4.0
2021-04-05,3.3,9.3,25.1,9.26,29.92,80.0,38.0,31.0,15.0,10.0,21.0,3.0
2021-04-06,3.7,9.7,24.8,7.55,29.93,83.0,47.0,40.0,20.0,10.0,23.0,6.0
2021-04-07,2.4,8.7,25.1,5.92,29.89,85.0,59.0,46.0,22.0,10.0,20.0,5.0
2021-04-08,0.1,9.7,25.2,7.66,29.83,84.0,73.0,39.0,22.0,10.0,20.0,4.0
2021-04-09,15.7,9.2,24.4,10.84,29.91,86.0,60.0,40.0,22.0,10.0,20.0,6.0
2021-04-10,11.7,10.0,24.6,7.7,29.95,81.0,61.0,33.0,19.0,10.0,21.0,4.0
2021-04-11,0.8,10.0,25.4,8.05,29.96,80.0,53.0,38.0,21.0,10.0,21.0,4.0
2021-04-12,0.0,9.9,25.7,8.0,29.91,80.0,54.0,39.0,20.0,10.0,21.0,4.0
2021-04-13,1.22,9.4,25.1,5.98,29.88,85.0,57.0,25.0,18.0,11.0,21.0,2.0
2021-04-14,7.77,8.6,25.1,7.21,29.84,87.0,38.0,24.0,18.0,10.0,22.0,4.0
2021-04-15,3.09,9.1,25.8,7.3,29.81,86.0,37.0,25.0,19.0,10.0,21.0,3.0
2021-04-16,4.0,8.9,25.1,7.4,29.85,89.0,39.0,28.0,20.0,10.0,21.0,3.0
2021-04-17,7.5,9.4,24.2,6.7,29.93,89.0,44.0,16.0,17.0,10.0,21.0,3.0
2021-04-18,3.0,9.7,24.3,5.52,29.87,87.0,26.0,27.0,22.0,10.0,23.0,5.0
2021-04-19,6.6,8.7,24.8,7.01,29.8,88.0,39.0,32.0,23.0,10.0,22.0,5.0
2021-04-20,0.2,7.4,26.2,7.26,29.78,87.0,45.0,40.0,25.0,10.0,22.0,5.0
2021-04-21,1.3,7.9,26.7,9.28,29.77,85.0,56.0,36.0,21.0,10.0,22.0,2.0
2021-04-22,0.1,8.2,27.1,9.38,29.72,85.0,53.0,34.0,18.0,10.0,22.0,3.0
2021-04-23,0.0,9.0,27.7,8.04,29.69,84.0,50.0,35.0,20.0,10.0,23.0,3.0
2021-04-24,0.0,10.0,28.5,9.35,29.69,80.0,52.0,41.0,27.0,10.0,23.0,4.0
2021-04-25,0.9,10.0,27.9,9.05,29.74,83.0,66.0,36.0,24.0,10.0,23.0,3.0
2021-04-26,32.6,8.8,27.3,8.31,29.79,85.0,58.0,31.0,18.0,10.0,23.0,3.0
2021-04-27,36.1,8.2,25.6,5.87,29.86,90.0,50.0,23.0,29.0,10.0,22.0,4.0
2021-04-28,19.4,10.0,25.0,5.47,29.9,88.0,32.0,34.0,21.0,10.0,23.0,6.0
2021-04-29,58.64,7.5,21.9,10.43,29.95,93.0,49.0,36.0,17.0,10.0,24.0,5.0
2021-04-30,3.6,8.6,22.9,7.02,29.9,87.0,51.0,31.5,17.0,10.0,24.0,5.0
2021-05-01,1.7,9.8,25.6,6.15,29.85,87.0,45.25,27.0,17.0,10.0,24.0,5.0
2021-05-02,4.59,9.0,26.4,7.09,29.82,86.0,39.5,22.5,16.0,10.0,23.0,2.0
2021-05-03,0.6,10.0,27.5,8.88,29.74,81.0,33.75,18.0,16.0,10.0,23.0,2.0
2021-05-04,1.6,10.0,27.9,7.12,29.72,80.0,28.0,33.0,20.0,10.0,24.0,3.0
2021-05-05,4.2,9.6,26.9,7.48,29.83,84.0,52.0,33.0,14.0,10.0,23.0,1.0
2021-05-06,1.0,9.8,26.3,8.27,29.91,84.0,58.0,29.0,14.0,10.0,23.0,1.0
2021-05-07,0.0,10.0,26.9,7.44,29.87,83.0,43.0,16.0,14.0,10.0,23.0,1.0
2021-05-08,0.0,10.0,27.0,6.35,29.79,84.0,24.0,10.0,14.0,10.0,23.0,1.0
2021-05-09,0.0,9.8,27.8,6.95,29.72,83.0,16.0,12.0,14.0,10.0,23.0,1.0
2021-05-10,0.7,9.7,29.2,8.18,29.65,73.0,18.0,18.0,14.0,10.0,23.0,1.0
2021-05-11,0.4,9.8,30.1,8.16,29.63,67.0,26.0,16.8,14.0,10.0,23.0,1.0
2021-05-12,0.0,9.9,30.4,7.98,29.62,67.0,24.6,15.6,14.0,10.0,23.0,1.0
2021-05-13,0.2,9.6,30.0,7.93,29.64,70.0,23.2,14.4,11.0,10.0,27.0,2.0
2021-05-14,0.3,9.8,29.8,8.97,29.63,75.0,21.8,13.2,11.0,10.0,27.0,2.0
2021-05-15,0.3,9.8,30.1,8.95,29.63,73.0,20.4,12.0,11.0,10.0,27.0,2.0
2021-05-16,0.1,10.0,30.2,8.81,29.64,71.0,19.0,15.0,11.0,10.0,27.0,2.0
2021-05-17,0.8,9.4,29.2,8.63,29.7,78.0,22.0,9.0,11.0,10.0,27.0,2.0
2021-05-18,3.14,9.2,28.8,7.85,29.7,84.0,13.0,6.0,11.0,10.0,27.0,2.0
2021-05-19,0.0,10.0,30.5,6.18,29.64,71.0,10.0,17.0,11.0,10.0,27.0,2.0
2021-05-20,0.0,10.0,31.3,8.24,29.59,66.0,25.0,25.0,24.0,10.0,27.0,2.0
2021-05-21,0.5,9.7,31.1,7.46,29.58,67.0,33.0,27.0,24.0,10.0,27.0,2.0
2021-05-22,0.1,10.0,31.1,9.09,29.58,66.0,37.0,26.0,29.0,10.0,27.0,3.0
2021-05-23,0.3,9.9,31.1,9.19,29.62,66.0,33.0,22.0,26.0,10.0,26.0,1.0
2021-05-24,12.5,9.7,28.5,7.79,29.73,77.0,33.0,16.0,20.0,10.0,24.0,2.0
2021-05-25,10.7,9.2,26.9,8.8,29.76,86.0,26.0,16.0,23.0,10.0,25.0,2.0
2021-05-26,4.9,10.0,27.9,7.93,29.7,82.0,25.0,14.0,22.0,10.0,25.0,2.0
2021-05-27,0.5,9.5,28.2,6.56,29.71,81.0,20.0,17.0,22.0,10.0,25.0,3.0
2021-05-28,0.0,9.9,28.7,6.13,29.72,82.0,24.0,31.0,29.0,10.0,25.0,2.0
2021-05-29,0.0,10.0,30.8,8.58,29.65,68.0,44.0,29.0,26.0,10.0,26.0,3.0
2021-05-30,0.0,9.8,31.9,11.29,29.6,64.0,43.0,29.0,30.0,10.0,24.0,3.0
2021-05-31,0.0,9.8,32.0,8.89,29.57,61.0,44.0,32.0,29.0,10.0,23.0,3.0
2021-06-01,0.0,10.0,32.5,8.13,29.56,59.0,43.0,36.0,33.0,10.0,23.0,4.0
2021-06-02,0.0,9.9,32.1,7.77,29.59,61.0,44.0,35.0,32.0,10.0,23.0,4.0
2021-06-03,0.2,9.8,32.5,7.65,29.61,61.0,46.0,41.0,28.0,10.0,25.0,4.0
2021-06-04,2.0,9.4,28.7,10.76,29.69,76.0,50.0,42.0,27.0,10.0,25.0,4.0
2021-06-05,2.9,9.8,27.5,8.08,29.69,84.0,44.0,26.0,23.0,10.0,26.0,4.0
2021-06-06,0.1,10.0,29.0,4.65,29.62,77.0,37.0,34.0,26.0,10.0,26.0,4.0
2021-06-07,0.0,9.9,29.1,7.0,29.64,73.0,43.0,12.0,26.0,10.0,27.0,3.0
2021-06-08,0.7,9.6,26.8,4.93,29.68,86.0,16.0,12.0,19.0,10.0,27.0,4.0
2021-06-09,0.6,9.4,28.1,5.95,29.64,79.0,16.0,9.0,19.0,10.0,28.0,5.0
2021-06-10,0.0,9.9,29.4,7.62,29.58,70.0,13.0,10.0,19.0,10.0,28.0,5.0
2021-06-11,8.7,9.2,28.0,7.45,29.63,80.0,15.0,9.0,22.0,10.0,28.0,5.0
2021-06-12,154.5,7.9,25.2,11.55,29.62,92.0,12.0,8.0,83.0,10.0,30.0,6.0
2021-06-13,115.98,7.6,25.8,17.97,29.51,87.0,10.0,8.0,63.0,10.0,28.0,5.0
2021-06-14,0.0,10.0,27.6,17.25,29.62,75.0,11.0,12.0,59.0,10.0,30.0,4.0
2021-06-15,0.2,10.0,28.0,15.71,29.59,72.0,18.0,14.0,18.0,10.0,27.0,4.0
2021-06-16,0.0,10.0,30.0,12.62,29.6,65.0,19.0,16.0,18.0,10.0,27.0,4.0
2021-06-17,0.0,10.0,30.2,11.8,29.63,65.0,20.0,13.0,8.0,11.0,27.0,4.0
2021-06-18,0.0,10.0,30.6,11.52,29.65,63.0,16.0,10.0,21.0,10.0,25.0,2.0
2021-06-19,0.0,10.0,31.8,12.2,29.6,59.0,12.0,12.0,26.0,10.0,30.0,4.0
2021-06-20,0.0,10.0,32.5,12.82,29.55,57.0,16.0,11.0,25.0,10.0,29.0,2.0
2021-06-21,0.0,9.9,31.8,12.17,29.52,59.0,16.0,14.0,26.0,10.0,31.0,3.0
2021-06-22,0.1,9.6,31.2,8.86,29.57,66.0,20.0,13.0,30.0,10.0,30.0,3.0
2021-06-23,0.0,9.9,31.5,8.14,29.61,63.0,19.0,9.0,25.0,10.0,31.0,2.0
2021-06-24,0.0,9.6,31.1,7.18,29.6,64.0,13.0,5.0,24.0,10.0,30.0,4.0
2021-06-25,0.0,10.0,30.0,9.76,29.59,66.0,8.0,25.0,23.0,10.0,31.0,3.0
2021-06-26,0.0,10.0,30.2,10.86,29.62,66.0,24.0,26.0,24.0,10.0,31.0,3.0
2021-06-27,0.0,10.0,30.0,14.02,29.65,67.0,32.0,29.0,24.0,10.0,35.0,4.0
2021-06-28,0.0,10.0,31.5,18.02,29.59,57.0,37.0,19.0,22.0,10.0,31.0,3.0
2021-06-29,0.0,10.0,31.8,14.23,29.55,58.0,22.0,25.0,25.0,10.0,31.0,3.0
2021-06-30,0.3,10.0,31.5,13.7,29.56,59.0,28.0,21.0,27.0,10.0,29.0,3.0
2021-07-01,0.0,10.0,32.0,15.26,29.56,55.0,26.0,26.0,24.0,10.0,29.0,4.0
2021-07-02,0.1,10.0,32.4,15.89,29.58,53.0,29.0,24.0,26.0,10.0,29.0,3.0
2021-07-03,0.0,10.0,32.7,8.85,29.58,54.0,30.0,29.0,24.0,10.0,31.0,3.0
2021-07-04,0.1,9.9,31.4,8.52,29.6,64.0,31.0,24.0,29.0,10.0,31.0,2.0
2021-07-05,1.5,9.8,30.1,7.65,29.63,73.0,31.0,25.0,25.0,10.0,30.0,3.0
2021-07-06,4.0,9.8,29.1,7.16,29.61,74.0,32.0,24.0,11.0,10.0,28.0,5.0
2021-07-07,26.2,9.5,28.1,8.23,29.64,77.0,38.0,27.0,18.0,10.0,27.0,5.0
2021-07-08,74.3,6.6,26.5,11.55,29.64,91.0,41.0,20.0,23.0,10.0,27.0,2.0
2021-07-09,5.5,9.6,27.1,8.8,29.72,85.0,32.0,15.0,18.0,10.0,27.0,1.0
2021-07-10,11.87,7.5,27.0,9.09,29.72,89.0,22.0,9.0,16.0,10.0,26.0,1.0
2021-07-11,4.59,9.4,27.5,7.54,29.77,86.0,14.0,10.0,13.0,10.0,26.0,2.0
2021-07-12,0.4,9.8,28.3,8.07,29.75,83.0,15.0,19.0,15.0,10.0,27.0,2.0
2021-07-13,1.9,10.0,29.2,7.81,29.67,78.0,30.0,18.0,17.0,10.0,28.0,2.0
2021-07-14,0.4,9.9,29.4,8.35,29.65,76.0,28.0,17.0,17.0,10.0,29.0,2.0
2021-07-15,0.2,9.8,28.8,7.8,29.71,82.0,25.0,14.0,15.0,10.0,28.0,3.0
2021-07-16,1.9,9.9,28.4,7.13,29.74,81.0,22.0,13.0,17.0,10.0,28.0,2.0
2021-07-17,0.0,10.0,29.4,6.73,29.65,75.0,20.0,21.0,26.0,10.0,28.0,3.0
2021-07-18,0.4,10.0,29.8,7.79,29.55,72.0,28.0,21.0,19.0,10.0,29.0,3.0
2021-07-19,0.4,9.8,29.4,6.98,29.57,76.0,28.0,19.0,22.0,10.0,29.0,2.0
2021-07-20,0.0,9.9,29.3,7.05,29.59,76.0,23.0,18.0,18.0,10.0,31.0,2.0
2021-07-21,2.0,9.8,29.5,11.35,29.53,66.0,17.0,19.0,20.0,10.0,30.0,3.0
2021-07-22,6.0,9.0,27.8,12.37,29.54,75.0,19.0,20.0,18.0,10.0,30.0,3.0
2021-07-23,19.76,7.3,25.6,10.5,29.52,93.0,23.0,19.0,14.0,10.0,30.0,3.0
2021-07-24,123.1,9.7,26.5,9.86,29.49,78.0,19.0,16.0,11.0,10.0,31.0,1.0
2021-07-25,20.4,10.0,27.0,12.42,29.53,80.0,10.0,11.0,17.0,10.0,32.0,1.0
2021-07-26,0.0,10.0,28.8,12.38,29.52,70.0,8.0,12.0,20.0,10.0,32.0,1.0
2021-07-27,0.0,10.0,30.5,13.48,29.45,65.0,12.0,22.0,21.0,10.0,30.0,2.0
2021-07-28,0.0,10.0,30.7,12.13,29.46,65.0,26.0,26.0,22.0,10.0,32.0,2.0
2021-07-29,0.0,10.0,30.7,12.79,29.48,65.0,30.0,20.0,20.0,10.0,32.0,1.0
2021-07-30,0.0,9.9,30.8,14.95,29.53,63.0,21.0,23.0,19.0,10.0,30.0,2.0
2021-07-31,0.0,10.0,31.0,14.45,29.51,62.0,27.0,20.0,19.0,10.0,31.0,1.0
2021-08-01,0.0,10.0,29.9,12.83,29.5,65.0,23.0,19.0,18.0,10.0,29.0,1.0
2021-08-02,0.1,9.9,30.7,9.87,29.51,67.0,18.0,18.0,16.0,10.0,32.0,1.0
2021-08-03,0.0,9.7,30.4,11.16,29.54,67.0,21.0,19.0,16.0,10.0,30.0,1.0
2021-08-04,0.0,9.8,30.0,10.87,29.56,68.0,20.0,24.0,17.0,10.0,30.0,1.0
2021-08-05,0.0,10.0,30.1,13.15,29.5,66.0,23.0,28.0,21.0,10.0,32.0,1.0
2021-08-06,0.0,10.0,31.5,16.37,29.49,61.0,32.0,22.0,17.0,10.0,30.0,1.0
2021-08-07,0.0,10.0,30.8,14.98,29.54,65.0,25.0,20.0,22.0,10.0,29.0,1.0
2021-08-08,0.0,9.7,31.9,12.38,29.58,60.0,25.0,18.0,22.0,10.0,31.0,1.0
2021-08-09,0.0,10.0,31.6,8.88,29.58,62.0,26.0,22.0,20.0,10.0,30.0,1.0
2021-08-10,0.0,9.8,31.6,6.61,29.57,65.0,31.0,23.0,24.0,10.0,29.0,1.0
2021-08-11,0.0,9.8,30.8,7.76,29.62,70.0,32.0,22.0,17.0,10.0,30.0,1.0
2021-08-12,0.4,9.9,30.5,10.95,29.67,66.0,26.0,12.0,18.0,10.0,32.0,1.0
2021-08-13,0.0,9.9,31.3,11.93,29.6,63.0,17.0,10.0,19.0,10.0,31.0,1.0
2021-08-14,0.0,10.0,31.0,15.68,29.55,60.0,13.0,10.0,13.0,10.0,32.0,1.0
2021-08-15,0.1,9.8,29.7,12.72,29.65,68.0,13.0,7.0,23.0,10.0,33.0,1.0
2021-08-16,0.0,10.0,29.3,10.76,29.8,67.0,10.0,11.0,17.0,10.0,33.0,1.0
2021-08-17,1.0,10.0,30.3,9.3,29.76,66.0,16.0,11.0,26.0,10.0,33.0,1.0
2021-08-18,0.4,9.8,30.6,8.3,29.67,67.0,17.0,12.0,29.0,10.0,33.0,1.0
2021-08-19,0.9,10.0,30.8,7.11,29.64,65.0,20.0,14.0,28.0,10.0,33.0,1.0
2021-08-20,0.4,9.9,30.4,8.54,29.7,72.0,22.0,14.0,195.0,10.0,32.0,1.0
2021-08-21,0.0,10.0,30.3,8.08,29.72,71.0,24.0,14.0,25.0,10.0,32.0,1.0
2021-08-22,0.0,9.8,31.6,7.55,29.64,62.0,25.0,16.0,27.0,10.0,34.0,1.0
2021-08-23,0.2,9.7,32.1,8.28,29.6,57.0,26.0,15.0,22.0,10.0,33.0,1.0
2021-08-24,0.5,9.7,31.1,9.45,29.61,64.0,21.0,9.0,28.0,10.0,32.0,1.0
2021-08-25,2.8,9.3,30.0,10.12,29.65,71.0,14.0,12.0,27.0,10.0,33.0,1.0
2021-08-26,2.8,9.6,28.6,9.7,29.69,74.0,20.0,14.0,21.0,10.0,35.0,1.0
2021-08-27,14.3,9.8,26.8,7.88,29.75,82.0,22.0,9.0,20.0,10.0,35.0,1.0
2021-08-28,7.6,9.5,26.1,4.25,29.78,85.0,17.0,6.0,15.0,10.0,34.0,1.0
2021-08-29,3.1,10.0,26.6,7.03,29.78,81.0,10.0,6.0,12.0,10.0,33.0,1.0
2021-08-30,8.4,9.8,26.2,4.89,29.82,86.0,10.0,8.0,16.0,10.0,34.0,1.0
2021-08-31,4.7,9.6,27.2,4.92,29.81,82.0,13.0,13.0,14.0,10.0,33.0,1.0
2021-09-01,1.0,9.8,27.8,6.33,29.77,79.0,20.0,13.0,17.0,10.0,35.0,1.0
2021-09-02,3.7,9.2,27.4,7.2,29.75,83.0,21.0,14.0,21.0,10.0,34.0,1.0
2021-09-03,2.5,9.8,27.8,6.94,29.69,80.0,22.0,14.0,18.0,10.0,35.0,1.0
2021-09-04,1.0,9.8,28.3,7.05,29.69,78.0,21.0,14.0,20.0,10.0,35.0,1.0
2021-09-05,4.4,9.3,27.6,6.68,29.73,81.0,20.0,8.0,21.0,10.0,35.0,1.0
2021-09-06,13.5,9.3,26.7,6.49,29.81,84.0,12.0,5.0,12.0,10.0,35.0,1.0
2021-09-07,36.0,9.6,26.7,9.04,29.81,82.0,9.0,6.0,9.0,10.0,35.0,1.0
2021-09-08,60.5,10.0,25.6,10.48,29.75,90.0,10.0,9.0,16.0,10.0,34.0,1.0
2021-09-09,18.5,9.0,25.0,4.82,29.77,91.0,14.0,9.0,12.0,10.0,35.0,2.0
2021-09-10,1.0,9.5,26.4,7.27,29.78,83.0,14.0,17.0,13.0,10.0,35.0,2.0
2021-09-11,2.6,10.0,27.5,6.62,29.69,77.0,26.0,9.0,16.0,10.0,34.0,2.0
2021-09-12,3.0,10.0,28.5,6.54,29.62,77.0,17.0,7.0,11.0,10.0,33.0,1.0
2021-09-13,31.0,9.9,26.5,4.65,29.66,86.0,13.0,5.0,11.0,10.0,33.0,1.0
2021-09-14,35.9,9.9,27.1,6.31,29.76,84.0,10.0,17.0,18.0,10.0,34.0,2.0
2021-09-15,10.2,9.7,27.0,6.59,29.8,86.0,28.0,13.0,16.0,10.0,35.0,1.0
2021-09-16,4.6,9.9,27.5,5.66,29.76,87.0,18.0,14.0,18.0,10.0,36.0,1.0
2021-09-17,2.0,9.8,27.6,6.68,29.75,83.0,21.0,19.0,24.0,10.0,35.0,1.0
2021-09-18,0.0,10.0,27.8,6.96,29.78,81.0,27.0,19.0,22.0,10.0,35.0,1.0
2021-09-19,0.0,10.0,28.0,7.6,29.77,83.0,32.0,16.0,11.0,10.0,35.0,1.0
2021-09-20,10.3,10.0,26.4,5.87,29.8,85.0,26.0,11.0,11.0,10.0,34.0,2.0
2021-09-21,11.0,9.6,26.3,6.15,29.79,84.0,17.0,8.0,13.0,10.0,35.0,2.0
2021-09-22,12.4,9.9,25.9,5.05,29.78,85.0,13.0,10.0,16.0,10.0,36.0,2.0
2021-09-23,17.6,9.4,26.5,7.67,29.82,85.0,16.0,14.0,11.0,10.0,35.0,6.0
2021-09-24,71.8,9.1,25.3,11.62,29.83,89.0,23.0,11.0,14.0,10.0,36.0,1.0
2021-09-25,39.1,8.7,25.2,11.3,29.79,92.0,15.0,14.0,16.0,10.0,34.0,2.0
2021-09-26,14.4,8.8,25.4,7.88,29.84,88.0,21.0,11.0,15.0,10.0,36.0,1.0
2021-09-27,5.6,8.7,25.5,7.92,29.83,88.0,17.0,19.0,15.0,10.0,37.0,2.0
2021-09-28,0.0,10.0,26.9,6.66,29.81,85.0,28.0,22.0,20.0,10.0,35.0,1.0
2021-09-29,0.0,10.0,27.3,5.75,29.78,84.0,34.0,22.0,15.0,10.0,37.0,2.0
2021-09-30,0.0,10.0,27.4,6.18,29.78,83.0,36.0,30.0,20.0,10.0,37.0,2.0
2021-10-01,0.5,10.0,27.4,6.85,29.77,81.0,46.0,27.0,22.0,10.0,37.0,3.0
2021-10-02,1.0,9.7,27.3,6.86,29.79,85.0,43.0,27.0,26.0,10.0,37.0,2.0
2021-10-03,0.0,10.0,27.6,8.15,29.81,80.0,44.0,20.0,15.0,10.0,36.0,2.0
2021-10-04,5.2,10.0,27.3,6.78,29.83,79.0,30.0,16.0,18.0,10.0,37.0,2.0
2021-10-05,20.9,9.1,25.6,11.57,29.82,90.0,25.0,17.0,20.0,10.0,37.0,2.0
2021-10-06,24.0,9.6,25.6,10.89,29.77,88.0,25.0,9.0,20.0,10.0,36.0,1.0
2021-10-07,17.7,9.8,26.1,13.23,29.7,84.0,16.0,16.0,24.0,10.0,37.0,7.0
2021-10-08,1.4,10.0,26.6,15.45,29.69,85.0,28.0,21.0,24.0,10.0,36.0,4.0
2021-10-09,0.4,10.0,27.2,11.39,29.7,77.0,38.0,37.0,35.0,10.0,35.0,5.0
2021-10-10,36.2,10.0,25.9,8.69,29.73,81.0,64.0,39.0,25.0,10.0,35.0,4.0
2021-10-11,83.8,8.9,23.7,13.84,29.77,86.0,64.0,31.0,16.0,10.0,35.0,3.0
2021-10-12,29.3,7.8,23.2,18.56,29.79,86.0,51.0,22.0,27.0,10.0,37.0,3.0
2021-10-13,43.6,9.4,23.8,20.64,29.68,81.0,36.0,19.0,26.0,10.0,37.0,4.0
2021-10-14,28.1,7.8,22.5,14.18,29.67,95.0,28.0,21.0,21.0,10.0,42.0,5.0
2021-10-15,39.7,8.4,22.4,11.23,29.82,94.0,28.0,21.0,19.0,10.0,36.0,2.0
2021-10-16,150.3,8.3,21.9,26.72,29.9,93.0,32.0,7.0,20.0,10.0,36.0,4.0
2021-10-17,127.5,6.2,19.7,27.84,30.02,93.0,12.0,7.0,21.0,10.0,35.0,1.0
2021-10-18,132.9,8.0,20.5,21.78,30.0,93.0,12.0,1.0,19.0,10.0,22.0,4.0
2021-10-19,4.5,10.0,22.7,11.92,30.01,87.0,3.0,6.0,18.0,18.0,11.0,5.0
2021-10-20,0.0,10.0,25.3,6.31,29.92,88.0,9.0,25.0,30.0,12.0,12.0,3.0
2021-10-21,23.9,7.9,24.7,12.12,29.91,91.0,36.0,28.0,21.0,17.0,12.0,4.0
2021-10-22,6.2,9.0,19.1,19.01,30.07,86.0,38.0,17.0,18.0,16.0,12.0,3.0
2021-10-23,1.2,10.0,18.7,16.11,30.12,82.0,25.0,7.0,139.0,16.0,12.0,4.0
2021-10-24,9.7,7.5,19.5,15.92,30.08,81.0,11.0,17.0,37.0,13.0,12.0,1.0
2021-10-25,2.2,10.0,21.3,12.43,30.02,81.0,29.0,21.0,39.0,15.0,12.0,3.0
2021-10-26,0.0,10.0,22.6,10.16,29.97,85.0,36.0,28.0,46.0,15.0,43.0,3.0
2021-10-27,23.7,9.0,23.0,12.85,29.97,90.0,47.0,15.0,33.0,15.0,43.0,2.0
2021-10-28,115.6,8.2,21.9,14.73,29.96,95.0,25.0,16.0,11.0,17.0,43.0,5.0
2021-10-29,13.4,10.0,22.2,12.72,30.01,92.0,23.0,23.0,22.0,17.0,12.0,5.0
2021-10-30,8.1,9.0,22.7,13.97,30.01,94.0,35.0,12.0,19.0,18.0,12.0,26.0
2021-10-31,32.5,8.0,22.8,13.48,30.0,93.0,18.0,15.0,17.0,17.0,12.0,3.0
2021-11-01,6.8,8.0,23.6,9.48,30.0,92.0,23.0,23.0,18.0,20.0,12.0,9.0
2021-11-02,12.2,8.7,24.2,7.6,29.99,89.0,35.0,30.0,18.0,19.0,12.0,6.0
2021-11-03,1.9,8.0,24.4,7.18,29.95,89.0,43.0,27.0,22.0,16.0,12.0,3.0
2021-11-04,0.3,9.0,24.4,6.1,29.89,89.0,38.0,25.0,18.0,17.0,12.0,4.0
2021-11-05,0.0,10.0,25.4,6.26,29.82,86.0,35.0,35.0,18.0,18.0,12.0,5.0
2021-11-06,0.3,8.7,25.7,5.72,29.75,87.0,46.0,35.0,19.0,15.0,12.0,4.0
2021-11-07,0.0,7.2,25.7,5.92,29.82,89.0,49.0,27.0,19.0,11.0,12.0,2.0
2021-11-08,20.0,8.2,20.6,19.51,30.03,87.0,38.0,17.0,30.0,11.0,12.0,1.0
2021-11-09,0.6,10.0,18.0,13.82,30.11,75.0,28.0,7.0,26.0,11.0,12.0,1.0
2021-11-10,1.8,8.5,20.0,12.0,30.08,76.0,11.0,11.0,26.0,11.0,12.0,1.0
