date_time,totalprecip_mm,avgvis_km,temp_c,wind_kph,pressure_in,humidity,pm2.5,pm10,o3,no2,so2,co
2013-11-01,0.3,10.0,24.2,3.87,29.95,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-02,0.5,10.0,24.4,6.11,29.94,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-03,0.9,10.0,23.6,7.26,29.97,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-04,2.8,9.8,23.4,13.24,30.02,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-05,58.45,6.9,23.1,17.77,30.01,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-06,51.69,6.3,23.8,20.38,29.99,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-07,27.73,7.0,23.5,16.44,29.96,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-08,4.7,9.9,23.9,9.75,29.93,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-09,4.1,9.9,24.0,13.76,29.89,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-10,59.93,6.5,24.1,28.52,29.72,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-11,1.1,10.0,25.9,11.23,29.76,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-12,8.2,9.1,24.8,10.7,29.85,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-13,2.9,6.4,23.1,12.44,29.9,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-14,30.9,6.7,22.6,17.59,29.97,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-15,42.6,7.3,21.3,19.36,30.01,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-16,30.8,7.8,21.5,15.5,30.02,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-17,11.0,6.1,21.6,13.78,30.03,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-18,17.4,7.1,21.7,13.42,30.04,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-19,41.6,6.9,21.5,16.77,30.04,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-20,1.8,8.8,20.7,14.82,29.99,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-21,0.9,3.9,20.6,16.64,29.97,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-22,8.6,5.9,21.5,15.15,29.97,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-23,2.5,7.4,22.4,9.88,29.93,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-24,7.8,9.9,23.6,6.53,29.91,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-25,11.72,7.3,21.9,12.0,29.92,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-26,0.0,10.0,21.8,6.66,29.91,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-27,8.0,6.9,22.7,10.94,29.97,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-28,16.59,7.0,18.3,23.6,30.15,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-29,12.4,7.0,18.3,15.76,30.14,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-11-30,2.1,7.4,18.8,12.87,30.08,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-01,0.0,9.9,19.4,15.22,30.12,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-02,0.0,10.0,18.9,10.99,30.08,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-03,0.7,9.7,18.8,9.88,30.04,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-04,1.4,7.7,19.5,12.57,30.02,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-05,0.4,7.5,19.9,8.95,29.97,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-06,4.6,9.4,19.6,11.46,29.98,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-07,0.0,10.0,19.2,7.6,30.0,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-08,0.0,10.0,19.4,6.33,29.93,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-09,0.5,8.4,19.5,9.66,29.95,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-10,0.1,10.0,19.9,5.05,29.91,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-11,2.0,8.5,20.5,9.67,29.94,86.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-12,4.5,2.9,20.6,11.09,29.93,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-13,7.3,4.5,20.6,14.89,29.96,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-14,1.8,3.7,19.8,14.88,29.97,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-15,7.0,5.8,18.3,20.83,29.97,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-16,24.54,7.4,13.8,27.62,30.06,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-17,7.56,9.2,14.7,18.43,30.07,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-18,0.0,8.9,14.9,19.82,30.11,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-19,0.7,6.6,14.4,16.29,30.14,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-20,0.0,8.2,14.2,15.0,30.16,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-21,0.1,6.7,14.6,16.66,30.19,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-22,0.1,7.5,14.6,14.52,30.17,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-23,0.7,3.9,15.7,13.47,30.12,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-24,2.5,9.5,16.4,14.25,30.16,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-25,0.1,7.9,16.0,10.8,30.13,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-26,0.3,10.0,15.6,13.06,30.14,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-27,0.4,10.0,15.7,15.79,30.17,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-28,0.3,6.4,15.1,13.21,30.13,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-29,0.0,9.1,15.0,10.66,30.13,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-30,0.0,8.4,14.9,11.07,30.15,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2013-12-31,0.0,10.0,15.3,8.02,30.14,69.0,NaN,NaN,NaN,NaN,NaN,NaN
2014-01-01,0.0,10.0,15.4,6.38,30.05,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2014-01-02,0.0,10.0,17.7,7.06,29.94,76.0,NaN,44.0,73.0,28.0,92.0,37.0
2014-01-03,2.6,8.2,18.9,8.13,29.97,83.0,125.0,40.0,67.0,17.0,93.0,20.0
2014-01-04,2.8,7.7,18.7,9.03,30.05,83.0,117.0,39.0,37.0,23.0,92.0,12.0
2014-01-05,0.0,10.0,17.9,7.4,29.96,82.0,116.0,NaN,NaN,NaN,NaN,NaN
2014-01-06,0.0,10.0,20.0,11.27,29.91,86.0,NaN,36.0,100.0,12.0,93.0,16.0
2014-01-07,0.0,10.0,21.3,8.17,29.89,84.0,105.0,32.0,69.0,15.0,93.0,21.0
2014-01-08,4.4,7.9,20.8,7.86,29.98,92.0,99.0,26.0,46.0,12.0,93.0,12.0
2014-01-09,20.5,7.0,18.2,17.0,30.09,92.0,84.0,25.0,84.0,15.0,93.0,17.0
2014-01-10,1.7,3.4,18.2,11.67,30.1,91.0,83.0,19.0,72.0,18.0,93.0,21.0
2014-01-11,2.6,4.1,19.1,7.78,30.1,92.0,67.0,17.0,46.0,18.0,93.0,15.0
2014-01-12,8.4,9.3,19.0,15.84,30.14,90.0,63.0,14.0,49.0,16.0,92.0,14.0
2014-01-13,6.4,8.0,16.2,21.17,30.18,88.0,55.0,23.0,85.0,12.0,92.0,12.0
2014-01-14,1.4,9.7,14.2,14.39,30.2,75.0,77.0,24.0,69.0,9.0,92.0,8.0
2014-01-15,0.1,9.5,14.6,9.98,30.2,73.0,79.0,29.0,70.0,14.0,92.0,10.0
2014-01-16,0.0,9.6,15.8,8.31,30.16,80.0,90.0,28.0,70.0,15.0,92.0,9.0
2014-01-17,3.4,9.2,16.7,13.3,30.19,84.0,88.0,26.0,70.0,11.0,92.0,3.0
2014-01-18,2.0,10.0,16.6,15.06,30.27,74.0,82.0,42.0,105.0,15.0,92.0,8.0
2014-01-19,0.0,10.0,16.1,9.28,30.21,74.0,124.0,37.0,0.0,12.0,92.0,5.0
2014-01-20,4.3,9.6,16.3,15.53,30.22,80.0,108.0,35.0,58.0,15.0,92.0,11.0
2014-01-21,0.4,10.0,16.3,17.55,30.25,65.0,105.0,51.0,111.0,10.0,92.0,6.0
2014-01-22,0.0,10.0,15.7,13.3,30.23,60.0,145.0,49.0,90.0,18.0,92.0,12.0
2014-01-23,0.0,10.0,14.6,6.63,30.12,68.0,134.0,44.0,64.0,19.0,92.0,10.0
2014-01-24,0.0,10.0,16.9,10.83,29.96,75.0,126.0,36.0,46.0,24.0,92.0,24.0
2014-01-25,0.5,9.0,17.7,7.36,29.98,80.0,107.0,29.0,35.0,19.0,92.0,13.0
2014-01-26,0.2,8.6,18.4,6.73,30.05,88.0,89.0,17.0,30.0,12.0,92.0,8.0
2014-01-27,0.0,10.0,17.8,7.13,30.06,87.0,60.0,15.0,32.0,15.0,92.0,9.0
2014-01-28,0.0,10.0,18.6,6.17,30.02,87.0,58.0,22.0,30.0,16.0,92.0,14.0
2014-01-29,0.5,10.0,19.3,5.9,30.05,87.0,74.0,23.0,36.0,15.0,93.0,12.0
2014-01-30,0.0,10.0,18.6,4.42,30.06,85.0,77.0,22.0,38.0,11.0,92.0,7.0
2014-01-31,0.0,10.0,18.7,7.62,30.01,80.0,73.0,17.0,31.0,13.0,92.0,12.0
2014-02-01,0.0,10.0,19.7,8.91,29.91,82.0,61.0,14.0,30.0,12.0,92.0,4.0
2014-02-02,0.0,7.7,20.3,7.18,29.83,86.0,53.0,13.0,29.0,11.0,92.0,5.0
2014-02-03,0.0,7.0,20.4,7.72,29.8,88.0,51.0,12.0,25.0,11.0,93.0,5.0
2014-02-04,0.0,6.0,20.8,9.61,29.81,89.0,49.0,15.0,16.0,17.0,93.0,6.0
2014-02-05,0.0,9.3,21.7,11.83,29.78,86.0,58.0,NaN,NaN,NaN,NaN,NaN
2014-02-06,0.0,10.0,23.2,10.36,29.74,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-07,0.2,10.0,23.6,8.68,29.74,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-08,0.0,10.0,23.2,9.38,29.73,83.0,NaN,13.0,23.0,5.0,94.0,4.0
2014-02-09,5.2,9.2,22.4,13.05,29.76,84.0,53.0,19.0,38.0,10.0,94.0,6.0
2014-02-10,7.8,6.5,16.4,21.38,29.98,88.0,68.0,12.0,62.0,8.0,93.0,9.0
2014-02-11,5.4,2.9,15.4,17.47,30.0,88.0,43.0,5.0,42.0,8.0,93.0,9.0
2014-02-12,0.8,4.8,16.8,11.76,29.95,87.0,12.0,7.0,47.0,11.0,93.0,4.0
2014-02-13,5.6,6.3,15.2,17.97,30.09,88.0,31.0,5.0,47.0,10.0,92.0,4.0
2014-02-14,4.3,3.8,15.0,12.92,30.1,86.0,22.0,4.0,51.0,10.0,92.0,5.0
2014-02-15,0.0,8.4,16.8,6.58,30.0,86.0,18.0,16.0,62.0,15.0,92.0,9.0
2014-02-16,0.0,9.0,18.8,7.04,29.96,87.0,60.0,20.0,82.0,13.0,93.0,7.0
2014-02-17,0.0,9.7,21.3,10.18,29.94,87.0,70.0,17.0,70.0,12.0,93.0,8.0
2014-02-18,7.1,8.8,21.1,14.62,29.93,87.0,63.0,NaN,NaN,NaN,NaN,NaN
2014-02-19,6.8,5.9,13.3,21.6,30.17,84.0,NaN,3.0,57.0,3.0,92.0,2.0
2014-02-20,0.9,7.6,14.8,12.54,30.18,78.0,13.0,8.0,58.0,14.0,92.0,9.0
2014-02-21,0.0,9.0,17.1,8.47,30.09,85.0,29.0,23.0,46.0,20.0,93.0,22.0
2014-02-22,0.4,7.7,19.8,7.81,30.03,88.0,61.0,33.0,53.0,16.0,93.0,9.0
2014-02-23,1.5,8.3,21.0,10.4,30.04,88.0,89.0,17.0,50.0,8.0,93.0,3.0
2014-02-24,0.0,8.7,21.2,12.22,29.99,86.0,60.0,17.0,50.0,9.0,93.0,6.0
2014-02-25,0.0,6.0,21.3,8.53,29.96,88.0,59.0,18.0,45.0,9.0,94.0,5.0
2014-02-26,0.8,5.4,21.0,8.65,29.99,91.0,61.0,22.0,37.0,14.0,93.0,8.0
2014-02-27,0.2,6.8,21.3,8.95,29.98,90.0,71.0,NaN,NaN,NaN,NaN,NaN
2014-02-28,0.0,8.3,22.8,11.77,29.88,83.0,NaN,13.0,34.0,5.0,94.0,3.0
2014-03-01,0.0,10.0,24.2,7.45,29.83,75.0,50.0,19.0,41.0,10.0,94.0,4.0
2014-03-02,0.0,7.3,22.6,8.34,29.84,88.0,64.0,24.0,49.0,11.0,94.0,9.0
2014-03-03,0.1,5.6,22.4,7.62,29.87,91.0,75.0,20.0,38.0,10.0,94.0,8.0
2014-03-04,0.8,6.5,22.5,9.7,29.93,90.0,68.0,15.0,37.0,10.0,94.0,10.0
2014-03-05,6.0,3.8,21.4,9.85,29.96,93.0,57.0,14.0,35.0,12.0,94.0,13.0
2014-03-06,0.7,5.9,22.7,8.61,29.89,89.0,55.0,20.0,43.0,9.0,94.0,8.0
2014-03-07,1.1,5.6,23.0,8.57,29.93,91.0,68.0,22.0,47.0,9.0,94.0,6.0
2014-03-08,0.4,6.8,23.4,9.83,29.93,89.0,74.0,24.0,51.0,9.0,94.0,7.0
2014-03-09,8.3,3.0,21.2,12.45,30.0,93.0,78.0,20.0,44.0,11.0,94.0,14.0
2014-03-10,0.7,3.9,20.2,10.21,30.02,92.0,68.0,12.0,40.0,11.0,94.0,10.0
2014-03-11,0.0,8.7,21.8,9.44,29.97,86.0,46.0,17.0,53.0,12.0,94.0,13.0
2014-03-12,0.0,10.0,24.3,10.0,29.85,77.0,60.0,23.0,55.0,10.0,94.0,10.0
2014-03-13,0.9,7.1,23.1,10.07,29.9,85.0,74.0,28.0,53.0,12.0,94.0,13.0
2014-03-14,8.5,6.2,20.7,16.03,30.05,91.0,85.0,21.0,58.0,11.0,94.0,13.0
2014-03-15,1.4,7.4,20.0,11.05,30.06,89.0,69.0,11.0,44.0,13.0,93.0,10.0
2014-03-16,0.5,5.6,21.0,7.05,30.04,91.0,43.0,22.0,55.0,14.0,94.0,12.0
2014-03-17,0.0,9.0,22.4,6.79,29.99,90.0,73.0,29.0,55.0,15.0,94.0,18.0
2014-03-18,0.0,7.0,23.6,9.31,29.89,88.0,78.0,34.0,37.0,14.0,94.0,11.0
2014-03-19,0.0,7.0,24.1,8.73,29.81,88.0,87.0,28.0,46.0,6.0,95.0,10.0
2014-03-20,2.1,6.8,23.7,10.34,29.86,89.0,77.0,30.0,45.0,11.0,94.0,12.0
2014-03-21,26.1,7.7,19.6,18.87,29.99,90.0,80.0,26.0,52.0,13.0,95.0,12.0
2014-03-22,2.5,4.4,18.3,16.08,30.02,88.0,72.0,12.0,43.0,11.0,93.0,8.0
2014-03-23,0.3,5.7,19.4,13.5,30.05,88.0,39.0,19.0,51.0,8.0,93.0,8.0
2014-03-24,0.0,8.5,20.2,7.84,30.01,92.0,57.0,25.0,67.0,13.0,96.0,9.0
2014-03-25,0.1,8.7,21.3,10.15,30.0,85.0,70.0,35.0,49.0,13.0,119.0,15.0
2014-03-26,0.0,8.8,21.3,9.4,30.02,83.0,81.0,24.0,43.0,9.0,117.0,10.0
2014-03-27,0.0,9.9,23.4,10.19,29.84,81.0,66.0,23.0,49.0,9.0,123.0,8.0
2014-03-28,0.0,10.0,26.2,11.8,29.73,72.0,66.0,24.0,48.0,11.0,130.0,9.0
2014-03-29,0.0,10.0,27.4,8.74,29.72,65.0,69.0,31.0,58.0,11.0,134.0,10.0
2014-03-30,0.0,10.0,28.6,8.9,29.68,62.0,81.0,28.0,58.0,11.0,136.0,9.0
2014-03-31,0.0,10.0,28.8,10.28,29.67,59.0,75.0,25.0,61.0,10.0,135.0,11.0
2014-04-01,0.0,9.0,25.2,9.38,29.74,86.0,70.0,30.0,66.0,11.0,138.0,12.0
2014-04-02,0.5,7.1,24.9,8.94,29.77,88.0,79.0,24.0,62.0,10.0,134.0,10.0
2014-04-03,2.3,8.3,24.7,8.64,29.84,88.0,74.0,28.0,60.0,10.0,136.0,11.0
2014-04-04,24.8,9.2,23.2,8.09,29.93,88.0,82.0,21.0,25.0,16.0,143.0,19.0
2014-04-05,0.5,9.7,23.7,8.99,29.91,85.0,61.0,23.0,29.0,12.0,143.0,14.0
2014-04-06,0.2,8.7,24.9,7.72,29.89,83.0,67.0,21.0,23.0,12.0,147.0,13.0
2014-04-07,7.9,8.3,24.8,6.95,29.89,84.0,62.0,25.0,30.0,14.0,146.0,18.0
2014-04-08,2.7,7.5,24.8,7.95,29.85,84.0,69.0,27.0,27.0,15.0,154.0,16.0
2014-04-09,3.3,8.1,25.7,7.54,29.83,82.0,72.0,24.0,31.0,10.0,153.0,11.0
2014-04-10,3.8,9.9,26.3,10.5,29.82,80.0,68.0,20.0,32.0,12.0,151.0,11.0
2014-04-11,2.0,9.2,26.8,11.52,29.79,80.0,59.0,16.0,58.0,10.0,147.0,8.0
2014-04-12,1.5,9.8,27.2,8.74,29.78,78.0,52.0,19.0,49.0,10.0,150.0,10.0
2014-04-13,1.0,9.6,26.4,7.28,29.83,85.0,59.0,20.0,68.0,9.0,146.0,8.0
2014-04-14,0.0,8.6,26.0,8.12,29.86,84.0,62.0,20.0,73.0,10.0,148.0,14.0
2014-04-15,0.7,9.7,26.1,12.18,29.85,80.0,61.0,22.0,69.0,9.0,156.0,10.0
2014-04-16,5.1,9.6,27.0,11.46,29.78,80.0,67.0,22.0,78.0,10.0,155.0,10.0
2014-04-17,0.5,9.9,27.7,9.7,29.76,78.0,64.0,17.0,157.0,10.0,NaN,10.0
2014-04-18,0.3,9.9,27.9,11.18,29.78,78.0,57.0,22.0,165.0,10.0,NaN,11.0
2014-04-19,0.0,9.8,28.5,9.81,29.76,76.0,65.0,21.0,147.0,8.0,NaN,7.0
2014-04-20,0.0,9.7,27.6,9.3,29.77,83.0,65.0,19.0,163.0,8.0,NaN,6.0
2014-04-21,0.0,9.9,28.4,10.79,29.77,78.0,64.0,15.0,160.0,7.0,NaN,8.0
2014-04-22,1.1,9.9,28.2,8.68,29.8,80.0,53.0,14.0,157.0,9.0,NaN,9.0
2014-04-23,0.0,9.9,29.1,9.45,29.75,76.0,51.0,17.0,158.0,8.0,NaN,9.0
2014-04-24,0.0,10.0,30.2,10.53,29.69,68.0,57.0,21.0,158.0,10.0,NaN,9.0
2014-04-25,0.0,10.0,30.3,10.96,29.73,68.0,62.0,20.0,167.0,9.0,NaN,9.0
2014-04-26,0.7,10.0,29.6,9.69,29.77,72.0,62.0,19.0,148.0,12.0,NaN,12.0
2014-04-27,50.0,9.8,26.8,8.32,29.84,82.0,62.0,17.0,154.0,7.0,NaN,10.0
2014-04-28,8.1,10.0,25.9,8.0,29.89,83.0,58.0,16.0,142.0,9.0,NaN,9.0
2014-04-29,4.6,9.9,26.1,6.92,29.85,82.0,52.0,18.0,69.0,13.0,NaN,14.0
2014-04-30,4.4,10.0,25.9,7.33,29.82,82.0,49.0,16.0,73.0,10.0,NaN,10.0
2014-05-01,1.7,9.7,25.7,7.62,29.82,82.0,50.0,11.0,90.0,9.0,NaN,9.0
2014-05-02,1.9,9.8,25.5,7.17,29.88,82.0,40.0,14.0,108.0,7.0,NaN,7.0
2014-05-03,2.4,9.8,26.0,9.31,29.86,81.0,52.0,20.0,145.0,12.0,NaN,13.0
2014-05-04,1.8,9.7,27.0,8.44,29.8,80.0,61.0,16.0,91.0,12.0,NaN,13.0
2014-05-05,10.59,5.1,23.8,14.36,29.9,86.0,51.0,15.0,114.0,9.0,NaN,10.0
2014-05-06,2.7,5.8,23.5,10.55,29.94,83.0,45.0,6.0,81.0,8.0,NaN,8.0
2014-05-07,2.5,9.8,24.9,7.35,29.86,85.0,21.0,11.0,94.0,11.0,NaN,13.0
2014-05-08,0.3,8.1,26.9,7.48,29.76,79.0,39.0,25.0,116.0,12.0,NaN,16.0
2014-05-09,0.0,10.0,28.6,12.04,29.66,66.0,71.0,20.0,94.0,15.0,NaN,19.0
2014-05-10,0.0,10.0,29.5,14.7,29.63,61.0,51.0,19.0,87.0,15.0,NaN,17.0
2014-05-11,0.0,9.8,30.1,13.75,29.66,61.0,53.0,12.0,66.0,12.0,NaN,13.0
2014-05-12,0.3,9.0,29.0,9.39,29.71,74.0,36.0,28.0,95.0,16.0,NaN,19.0
2014-05-13,0.0,9.8,30.2,12.49,29.65,68.0,59.0,19.0,79.0,15.0,NaN,18.0
2014-05-14,0.0,10.0,30.3,14.71,29.59,67.0,49.0,17.0,82.0,13.0,NaN,15.0
2014-05-15,0.0,10.0,30.4,10.2,29.59,64.0,48.0,16.0,98.0,15.0,NaN,17.0
2014-05-16,0.1,9.8,30.5,9.52,29.65,67.0,48.0,21.0,106.0,15.0,NaN,18.0
2014-05-17,0.0,9.4,30.6,10.8,29.68,67.0,58.0,12.0,103.0,10.0,NaN,8.0
2014-05-18,0.0,10.0,30.8,10.96,29.69,67.0,37.0,11.0,99.0,12.0,NaN,12.0
2014-05-19,0.0,10.0,30.5,9.9,29.73,68.0,32.0,13.0,112.0,13.0,NaN,13.0
2014-05-20,0.2,10.0,30.8,10.18,29.69,65.0,40.0,15.0,99.0,13.0,NaN,13.0
2014-05-21,0.1,9.7,31.3,13.59,29.63,62.0,43.0,15.0,88.0,15.0,NaN,15.0
2014-05-22,0.0,9.9,30.9,12.9,29.6,64.0,42.0,13.0,93.0,12.0,NaN,13.0
2014-05-23,0.3,10.0,31.8,11.27,29.65,59.0,37.0,17.0,147.0,16.0,NaN,19.0
2014-05-24,0.0,10.0,31.5,13.09,29.73,61.0,44.0,12.0,63.0,8.0,NaN,7.0
2014-05-25,0.0,10.0,31.2,12.89,29.77,67.0,40.0,12.0,55.0,9.0,NaN,6.0
2014-05-26,2.2,9.8,30.4,9.18,29.78,73.0,41.0,10.0,53.0,9.0,NaN,8.0
2014-05-27,1.5,10.0,30.7,7.37,29.73,71.0,34.0,10.0,53.0,9.0,NaN,7.0
2014-05-28,0.4,9.8,30.5,8.08,29.71,71.0,36.0,13.0,62.0,12.0,NaN,12.0
2014-05-29,0.0,10.0,31.4,10.14,29.66,64.0,41.0,14.0,57.0,14.0,NaN,14.0
2014-05-30,0.0,10.0,31.5,11.99,29.64,62.0,42.0,13.0,63.0,14.0,NaN,16.0
2014-05-31,1.3,10.0,31.4,11.08,29.66,64.0,40.0,9.0,61.0,10.0,NaN,9.0
2014-06-01,0.4,10.0,31.3,10.09,29.68,64.0,30.0,12.0,74.0,10.0,NaN,9.0
2014-06-02,0.0,10.0,31.9,11.35,29.64,62.0,41.0,11.0,62.0,12.0,NaN,13.0
2014-06-03,0.0,10.0,31.9,12.28,29.57,61.0,36.0,9.0,75.0,10.0,NaN,10.0
2014-06-04,0.2,10.0,32.2,11.52,29.56,63.0,30.0,9.0,68.0,12.0,NaN,13.0
2014-06-05,0.0,10.0,32.1,10.44,29.55,63.0,31.0,11.0,79.0,13.0,NaN,13.0
2014-06-06,0.0,10.0,31.2,10.35,29.58,67.0,37.0,10.0,87.0,13.0,NaN,12.0
2014-06-07,1.8,9.4,30.0,9.18,29.6,69.0,32.0,8.0,83.0,13.0,NaN,13.0
2014-06-08,2.2,9.9,29.5,10.71,29.58,72.0,28.0,10.0,75.0,13.0,NaN,13.0
2014-06-09,0.5,10.0,30.8,13.11,29.54,66.0,34.0,12.0,97.0,13.0,NaN,15.0
2014-06-10,1.8,10.0,31.0,13.56,29.53,67.0,38.0,8.0,55.0,15.0,NaN,15.0
2014-06-11,23.72,6.5,27.9,8.67,29.55,84.0,23.0,8.0,75.0,13.0,NaN,13.0
2014-06-12,80.67,5.3,26.4,17.41,29.55,90.0,23.0,7.0,130.0,9.0,NaN,10.0
2014-06-13,67.83,7.6,26.3,15.32,29.58,89.0,27.0,9.0,123.0,0.0,NaN,11.0
2014-06-14,3.0,9.3,27.7,6.82,29.64,83.0,34.0,7.0,120.0,0.0,NaN,9.0
2014-06-15,0.0,10.0,29.0,12.03,29.64,77.0,27.0,10.0,120.0,0.0,NaN,9.0
2014-06-16,0.0,10.0,30.1,13.12,29.6,72.0,32.0,8.0,114.0,0.0,NaN,12.0
2014-06-17,0.0,9.9,30.0,11.21,29.63,73.0,27.0,9.0,99.0,0.0,NaN,13.0
2014-06-18,0.0,10.0,29.7,12.76,29.64,74.0,29.0,9.0,95.0,0.0,NaN,13.0
2014-06-19,0.0,7.8,29.1,15.91,29.62,75.0,26.0,9.0,79.0,0.0,NaN,15.0
2014-06-20,0.0,9.9,29.6,17.53,29.59,70.0,30.0,8.0,85.0,0.0,NaN,12.0
2014-06-21,0.0,10.0,30.5,16.72,29.62,69.0,25.0,10.0,72.0,0.0,NaN,12.0
2014-06-22,0.5,8.3,28.3,11.55,29.65,78.0,34.0,12.0,50.0,0.0,NaN,10.0
2014-06-23,67.49,7.3,26.7,6.67,29.62,87.0,29.0,8.0,69.0,0.0,NaN,16.0
2014-06-24,6.4,9.0,28.0,11.75,29.6,80.0,22.0,9.0,100.0,0.0,NaN,17.0
2014-06-25,0.0,9.7,29.5,13.19,29.63,72.0,29.0,9.0,72.0,0.0,NaN,16.0
2014-06-26,0.0,10.0,29.3,15.9,29.68,72.0,24.0,6.0,73.0,0.0,NaN,13.0
2014-06-27,0.0,10.0,30.2,12.04,29.67,71.0,20.0,9.0,69.0,0.0,NaN,12.0
2014-06-28,2.0,9.7,30.2,6.7,29.61,71.0,29.0,12.0,85.0,0.0,NaN,16.0
2014-06-29,6.1,9.6,28.9,4.92,29.62,78.0,36.0,6.0,92.0,0.0,NaN,14.0
2014-06-30,13.83,8.3,27.5,8.47,29.66,83.0,24.0,7.0,107.0,0.0,NaN,10.0
2014-07-01,0.0,10.0,28.4,11.49,29.71,76.0,24.0,8.0,38.0,1.0,NaN,12.0
2014-07-02,0.0,9.9,29.5,9.1,29.68,72.0,22.0,9.0,61.0,0.0,NaN,11.0
2014-07-03,0.0,10.0,30.3,8.26,29.59,69.0,28.0,7.0,43.0,0.0,NaN,12.0
2014-07-04,0.4,9.9,30.6,10.5,29.57,70.0,20.0,6.0,59.0,0.0,NaN,11.0
2014-07-05,0.0,9.8,30.8,9.38,29.6,71.0,17.0,5.0,60.0,0.0,NaN,13.0
2014-07-06,0.6,9.6,30.5,10.45,29.61,72.0,12.0,3.0,58.0,0.0,NaN,9.0
2014-07-07,0.0,9.3,30.5,9.78,29.58,71.0,6.0,3.0,59.0,0.0,NaN,10.0
2014-07-08,0.1,10.0,30.0,10.17,29.54,70.0,8.0,1.0,65.0,6.0,NaN,14.0
2014-07-09,0.0,10.0,29.9,12.52,29.57,69.0,3.0,NaN,192.0,12.0,NaN,18.0
2014-07-10,0.0,9.8,29.9,11.43,29.6,73.0,NaN,1.0,314.0,12.0,NaN,13.0
2014-07-11,0.0,9.1,29.8,8.98,29.63,77.0,1.0,1.0,407.0,17.0,NaN,18.0
