date_time,totalprecip_mm,avgvis_km,temp_c,wind_kph,pressure_in,humidity,pm2.5,pm10,o3,no2,so2,co
2010-01-01,0.0,6.0,22.3,7.12,29.92,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-02,3.4,4.7,22.2,8.15,29.93,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-03,7.6,3.5,21.2,9.2,29.96,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-04,0.0,9.3,21.9,6.77,29.86,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-05,0.5,10.0,22.8,8.32,29.82,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-06,9.2,9.5,22.0,11.93,29.93,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-07,5.8,8.7,20.4,14.74,30.02,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-08,9.54,6.9,17.9,14.02,30.05,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-09,0.0,9.0,20.1,8.12,29.94,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-10,0.0,10.0,21.8,7.85,29.91,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-11,13.8,7.0,20.1,13.17,30.01,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-12,10.6,6.8,15.8,18.78,30.17,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-13,2.2,3.8,14.0,15.35,30.22,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-14,1.6,6.8,15.0,12.23,30.2,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-15,1.5,7.3,18.5,7.83,30.14,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-16,38.0,8.0,18.1,16.65,30.2,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-17,2.8,8.5,17.3,11.89,30.22,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-18,4.2,9.6,17.7,8.7,30.14,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-19,0.0,10.0,18.7,8.05,30.04,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-20,8.21,7.8,19.6,8.14,30.02,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-21,3.7,4.0,21.1,8.79,29.97,95.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-22,8.4,5.8,21.9,7.82,30.0,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-23,8.61,6.1,17.8,16.34,30.08,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-24,0.0,3.7,17.9,9.2,30.07,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-25,8.62,3.8,18.6,13.18,30.09,95.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-26,3.9,7.7,17.3,13.92,30.12,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-27,0.0,5.0,19.1,7.34,30.01,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-28,0.0,5.0,20.6,5.78,29.98,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-29,0.0,6.0,21.8,7.33,29.98,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-30,0.0,7.3,22.8,11.05,29.93,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-01-31,0.0,10.0,23.3,8.67,29.91,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-01,0.0,10.0,23.3,8.71,29.88,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-02,0.1,10.0,23.9,9.13,29.85,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-03,0.0,10.0,24.4,8.85,29.86,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-04,0.2,9.8,24.5,9.24,29.88,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-05,0.3,9.9,24.4,9.78,29.88,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-06,0.8,9.4,24.7,8.07,29.89,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-07,2.8,9.6,24.6,6.88,29.92,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-08,0.2,10.0,24.6,8.49,29.87,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-09,0.0,10.0,26.0,8.64,29.83,69.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-10,0.0,10.0,26.3,9.54,29.82,60.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-11,0.0,10.0,26.3,9.25,29.87,56.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-12,6.9,7.8,21.4,13.65,30.0,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-13,2.4,4.4,20.7,9.6,29.96,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-14,0.1,6.0,22.1,8.97,29.87,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-15,7.4,5.5,21.0,13.3,29.98,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-16,5.8,6.1,17.6,14.61,30.08,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-17,6.9,7.3,16.5,14.59,30.12,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-18,5.2,6.7,14.8,14.61,30.13,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-19,1.8,7.0,12.6,12.84,30.15,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-20,0.0,9.7,15.8,5.5,30.03,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-21,0.0,7.9,19.6,7.18,29.94,86.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-22,0.1,5.0,21.5,8.39,29.92,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-23,0.0,6.0,22.2,5.4,29.85,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-24,0.0,10.0,25.5,11.22,29.74,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-25,0.0,10.0,26.1,9.48,29.75,59.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-26,0.0,10.0,26.5,8.45,29.76,55.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-27,0.0,10.0,26.0,9.73,29.77,56.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-02-28,0.0,10.0,26.6,11.43,29.8,61.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-01,0.0,9.9,27.5,10.48,29.82,63.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-02,0.0,10.0,28.3,9.67,29.77,56.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-03,0.0,10.0,28.3,9.57,29.74,53.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-04,0.0,10.0,28.2,10.01,29.72,45.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-05,0.0,10.0,28.6,11.0,29.71,40.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-06,0.0,10.0,28.4,10.15,29.77,41.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-07,2.0,7.6,23.5,11.14,29.87,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-08,1.4,9.8,23.1,12.58,29.92,86.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-09,12.3,9.0,16.3,21.42,30.24,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-10,2.5,5.3,15.1,15.64,30.27,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-11,0.0,9.3,17.5,8.73,30.16,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-12,0.0,10.0,22.2,8.76,29.97,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-13,0.0,10.0,25.5,9.2,29.84,61.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-14,0.0,10.0,27.8,10.22,29.78,52.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-15,0.0,10.0,27.2,9.69,29.83,58.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-16,6.3,7.6,21.9,15.24,30.05,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-17,1.6,4.6,20.8,8.45,30.1,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-18,2.9,5.8,22.4,8.57,30.09,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-19,0.0,9.3,23.2,9.93,29.94,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-20,0.0,10.0,24.6,9.03,29.85,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-21,0.9,9.6,24.8,9.43,29.85,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-22,0.0,10.0,26.2,11.15,29.77,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-23,0.2,10.0,27.8,11.14,29.71,62.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-24,0.0,10.0,28.9,10.47,29.72,59.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-25,7.9,7.9,19.1,19.87,30.04,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-26,0.0,8.6,19.4,13.86,30.08,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-27,1.4,10.0,19.5,10.84,30.06,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-28,6.5,7.0,20.7,9.48,30.03,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-29,0.0,8.4,21.9,9.95,29.98,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-30,0.0,10.0,24.2,12.23,29.91,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-03-31,0.0,10.0,25.2,11.1,29.87,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-01,0.6,9.9,27.0,11.22,29.82,66.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-02,6.3,9.5,25.4,10.2,29.87,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-03,4.1,5.0,23.8,8.45,29.92,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-04,0.0,9.2,26.1,9.02,29.85,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-05,0.0,10.0,27.9,11.34,29.75,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-06,0.0,10.0,28.7,10.35,29.78,65.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-07,6.8,9.7,25.2,10.62,29.91,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-08,2.5,7.1,22.8,9.48,29.93,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-09,0.0,10.0,25.6,7.35,29.79,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-10,0.0,10.0,28.8,10.41,29.69,67.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-11,0.0,10.0,30.0,10.51,29.67,58.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-12,0.0,10.0,30.1,9.71,29.67,52.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-13,0.0,10.0,29.3,10.07,29.75,60.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-14,0.1,9.8,27.9,11.07,29.84,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-15,14.1,8.8,22.5,14.42,29.95,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-16,2.3,7.2,20.2,11.97,30.01,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-17,1.4,7.9,22.6,8.26,29.96,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-18,0.0,8.1,25.2,6.02,29.88,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-19,0.0,9.9,27.4,7.8,29.76,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-20,0.0,9.9,28.7,11.06,29.71,69.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-21,0.0,10.0,29.9,10.2,29.72,62.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-22,2.0,9.3,27.8,12.14,29.79,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-23,10.3,8.8,21.1,14.6,30.01,86.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-24,0.0,9.0,22.4,7.34,29.96,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-25,0.0,9.3,25.0,8.61,29.9,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-26,7.69,7.0,25.9,10.95,29.94,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-27,10.97,8.0,22.2,8.57,29.97,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-28,0.2,6.6,23.5,4.76,29.91,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-29,2.3,8.2,25.7,7.36,29.88,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-04-30,1.9,8.3,25.6,9.36,29.9,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-01,6.3,8.2,25.5,8.44,29.9,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-02,3.9,9.5,25.6,8.88,29.84,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-03,0.3,8.9,26.6,10.32,29.77,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-04,0.0,9.4,27.5,11.22,29.69,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-05,0.0,9.9,29.3,12.87,29.64,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-06,0.0,10.0,30.3,11.25,29.66,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-07,0.0,9.8,29.3,9.73,29.67,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-08,5.8,8.6,28.8,8.62,29.65,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-09,0.0,9.8,30.4,9.98,29.61,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-10,27.8,8.6,28.3,7.97,29.68,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-11,8.14,6.9,26.7,6.09,29.77,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-12,3.0,8.3,27.6,7.64,29.77,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-13,0.2,9.9,29.2,8.47,29.71,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-14,0.0,9.8,30.5,8.0,29.68,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-15,0.8,9.0,29.7,8.43,29.7,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-16,1.4,10.0,29.9,7.73,29.73,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-17,0.8,9.9,29.8,6.93,29.76,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-18,0.3,9.5,30.2,8.31,29.75,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-19,2.64,9.1,28.6,13.23,29.74,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-20,0.0,9.6,30.2,13.85,29.72,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-21,0.0,9.9,30.3,11.95,29.71,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-22,0.0,10.0,30.1,15.94,29.66,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-23,22.72,7.8,27.5,9.18,29.66,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-24,79.11,6.0,25.4,6.71,29.69,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-25,1.9,8.3,28.0,5.43,29.69,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-26,4.78,9.2,27.2,10.35,29.67,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-27,0.3,7.6,27.3,11.07,29.69,86.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-28,6.47,8.0,27.8,11.21,29.73,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-29,4.37,9.5,28.0,9.09,29.73,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-30,4.76,8.9,27.6,7.04,29.73,89.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-05-31,0.0,9.3,29.3,10.24,29.7,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-01,0.0,9.9,30.3,11.33,29.66,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-02,65.54,6.9,26.7,13.31,29.72,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-03,65.5,7.6,24.7,9.22,29.83,94.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-04,2.7,8.7,25.5,6.81,29.82,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-05,0.0,9.0,26.3,5.34,29.76,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-06,10.98,8.3,27.2,7.78,29.73,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-07,0.2,8.9,27.7,8.88,29.72,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-08,0.0,9.9,28.8,11.08,29.7,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-09,0.0,7.8,28.2,12.59,29.71,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-10,0.0,9.4,28.6,10.95,29.73,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-11,0.2,9.9,28.7,8.57,29.76,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-12,0.3,8.8,28.4,10.38,29.75,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-13,0.0,8.5,30.0,12.47,29.72,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-14,0.0,8.4,28.9,13.01,29.73,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-15,0.0,8.6,30.0,11.58,29.71,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-16,0.0,10.0,30.4,10.43,29.7,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-17,0.0,10.0,30.7,11.88,29.7,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-18,0.0,9.9,30.8,11.38,29.72,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-19,0.0,10.0,31.6,10.69,29.71,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-20,0.2,9.8,31.4,11.03,29.67,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-21,6.35,9.0,29.0,6.81,29.69,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-22,1.7,9.6,28.6,4.6,29.72,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-23,0.3,9.8,29.1,10.96,29.72,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-24,0.0,10.0,29.3,11.86,29.66,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-25,0.0,9.4,29.4,12.76,29.62,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-26,0.0,9.9,30.5,11.32,29.66,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-27,0.0,9.3,30.4,12.51,29.66,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-28,0.0,10.0,30.8,12.58,29.63,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-29,0.0,10.0,30.7,10.28,29.66,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-06-30,0.4,9.9,29.9,8.33,29.71,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-01,1.6,9.5,29.6,7.25,29.72,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-02,0.0,9.8,29.8,8.96,29.72,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-03,0.0,10.0,29.8,10.81,29.76,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-04,0.0,10.0,30.7,9.19,29.79,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-05,0.3,10.0,31.1,11.9,29.76,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-06,0.0,10.0,31.5,14.03,29.72,66.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-07,0.3,9.8,30.7,14.04,29.74,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-08,0.1,10.0,31.5,11.15,29.72,67.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-09,0.0,10.0,31.3,11.54,29.7,67.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-10,0.6,10.0,31.0,11.3,29.71,67.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-11,0.0,9.9,31.1,10.38,29.73,68.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-12,0.4,9.8,31.0,10.1,29.69,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-13,0.2,9.2,30.3,8.92,29.69,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-14,5.1,9.3,28.9,7.13,29.71,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-15,1.5,9.6,28.8,5.16,29.68,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-16,3.2,9.0,28.4,8.03,29.62,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-17,113.37,5.9,25.6,17.25,29.56,93.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-18,3.1,9.4,27.6,13.49,29.71,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-19,0.1,10.0,29.0,8.7,29.75,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-20,0.0,10.0,29.1,8.16,29.75,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-21,0.0,9.9,30.0,7.21,29.68,69.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-22,0.1,9.3,27.7,11.15,29.63,88.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-23,9.7,8.3,26.8,12.17,29.61,85.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-24,2.7,9.6,27.8,8.42,29.64,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-25,4.3,9.4,28.1,7.99,29.68,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-26,18.8,8.9,26.8,5.34,29.72,87.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-27,21.1,8.8,26.3,6.13,29.7,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-28,0.0,10.0,28.4,9.92,29.71,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-29,0.0,10.0,29.6,13.3,29.68,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-30,0.0,10.0,29.9,12.06,29.68,70.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-31,0.0,10.0,30.2,10.6,29.67,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-01,3.0,9.4,29.3,10.6,29.71,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-02,14.9,9.6,27.5,6.72,29.73,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-03,2.9,9.9,27.7,7.69,29.71,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-04,1.3,9.9,28.3,7.72,29.68,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-05,7.1,7.2,27.5,7.37,29.72,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-06,5.9,9.5,27.8,10.1,29.71,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-07,0.8,9.6,28.4,8.53,29.64,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-08,8.1,9.1,27.7,9.15,29.61,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-09,0.7,9.5,28.2,7.74,29.61,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-10,7.61,7.3,28.4,7.05,29.64,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-11,0.7,8.1,28.6,8.67,29.69,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-12,11.0,7.3,29.0,8.65,29.73,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-13,0.4,9.7,29.2,7.21,29.72,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-14,0.0,9.8,29.1,9.58,29.71,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-15,0.0,9.4,29.3,10.11,29.76,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-16,0.0,10.0,29.1,11.05,29.75,71.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-17,0.1,10.0,28.3,9.11,29.73,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-18,0.2,9.9,28.3,8.74,29.78,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-19,0.5,9.9,28.4,8.13,29.83,76.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-20,15.82,8.3,27.4,11.13,29.81,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-21,27.5,9.9,26.7,8.77,29.75,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-22,12.31,8.0,27.0,8.5,29.74,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-23,42.13,7.3,26.5,18.4,29.67,81.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-24,224.08,4.7,24.9,29.31,29.55,92.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-25,4.58,8.6,26.9,17.15,29.71,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-26,0.0,10.0,28.4,11.94,29.73,78.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-27,5.96,9.0,27.6,5.9,29.69,82.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-28,47.84,6.4,25.5,10.02,29.69,91.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-29,29.4,6.9,24.6,12.79,29.75,90.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-30,2.8,8.4,26.3,3.83,29.72,83.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-08-31,7.58,7.7,27.2,6.83,29.68,84.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-01,0.0,9.8,27.7,7.01,29.7,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-02,0.1,10.0,27.8,8.64,29.73,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-03,0.0,9.9,27.9,9.53,29.7,72.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-04,0.0,9.8,28.7,7.3,29.68,74.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-05,2.6,9.4,28.6,8.41,29.7,79.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-06,0.3,9.3,28.9,8.88,29.69,80.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-07,0.0,9.9,29.5,8.35,29.7,77.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-08,0.5,10.0,29.5,8.23,29.72,75.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-09,0.0,10.0,29.3,11.97,29.73,73.0,NaN,NaN,NaN,NaN,NaN,NaN
2010-09-10,0.2,10.0,28.8,10.11,29.7,75.0,NaN,NaN,NaN,NaN,NaN,NaN
